VTO,taxname,ottid
VTO_9011453,Solenodus,4141955
VTO_9011451,Amblotherium soricinum,4944093
VTO_9011450,Laolestes eminens,4944104
VTO_9011457,Harpagofututor,4141954
VTO_9011456,Copodus,4142043
VTO_0067099,Caecula pterygera,3643546
VTO_9027651,Teleoceras meridianum,3614806
VTO_0067097,Caecula,3643481
VTO_0067096,Echelus pachyrhynchus,3643352
VTO_9011459,Hesperornis gracilis,3600983
VTO_9011458,Platyxystrodus,4144456
VTO_0067093,Mystriophis rostellatus,3643382
VTO_0067092,Mystriophis porphyreus,3643350
VTO_0067091,Mystriophis crosnieri,3643519
VTO_0067090,Mystriophis,3643383
VTO_9020602,Merycoidodon culbertsoni,4944464
VTO_0079609,Dibranchus spongiosa,3630154
VTO_9027655,Scelidotherium leptocephalum,6147834
VTO_9027656,Palaeoctonus orthodon,4127243
VTO_9027657,Tchaltacerus,4118925
VTO_0079608,Ogcocephalus cubifrons,3630161
VTO_9031551,Mesenosaurus,4128063
VTO_0038549,Mesoborus,284963
VTO_9020609,Eurygnathohippus libycum,4118202
VTO_9021557,Eshanosaurus,4128318
VTO_0067639,Eupogonesthes xenicus,3629069
VTO_0067633,Leptostomias leptobolus,3628966
VTO_0067632,Leptostomias bilobatus,3628969
VTO_0067631,Leptostomias haplocaulus,3628963
VTO_0067630,Leptostomias analis,3628970
VTO_0074503,Peronedys,3639271
VTO_0067636,Diplostomias indicus,4137994
VTO_0067635,Diplostomias,4137993
VTO_0067634,Odontostomias masticopogon,3628987
VTO_0066328,Parakneria marmorata,3621518
VTO_0066329,Parakneria ladigesi,3621514
VTO_0066326,Parakneria kissi,3621508
VTO_0066327,Parakneria lufirae,3621519
VTO_0066324,Parakneria abbreviata,3621516
VTO_0066325,Parakneria damasi,3621510
VTO_0066323,Parakneria vilhenae,3621515
VTO_0066320,Kneria ansorgii,3621529
VTO_0061679,Ituglanis proops,3622311
VTO_0061678,Ituglanis cahyensis,3622264
VTO_0068184,Coryphaenoides affinis,3630826
VTO_0068185,Coryphaenoides aequatoris,3630838
VTO_0061677,Ituglanis eichorniarum,3622309
VTO_0068187,Coryphaenoides carminifer,3630822
VTO_0068180,Coryphaenoides camurus,3630832
VTO_0061673,Ituglanis herberti,3622295
VTO_9029767,Tuscahomys major,4941243
VTO_0080372,Chimaera obscura,4949807
VTO_0082564,Pristimantis degener,4133083
VTO_9032148,Wania,5336848
VTO_9032149,Wonambi barriei,4126092
VTO_9032143,Archaeoryctes notialis,6147628
VTO_9032140,Archaeoryctes,5336847
VTO_9032141,Ganungulatum xincunliense,6143418
VTO_9032146,Ganungulatum,6143417
VTO_9032147,Simplodon qianshanensis,6143892
VTO_9032144,Altilambda yujingensis,6143720
VTO_9032145,Wania chowi,6147640
VTO_0070939,Orestias ututo,3641746
VTO_9012710,Neoreomys indivisus,6144373
VTO_9009422,Dimetrodon natalis,4126339
VTO_0060184,Hypostomus kopeyaka,3622884
VTO_0060185,Hypostomus unae,3622913
VTO_9030784,Miragaia longicollum,4946390
VTO_0060187,Hypostomus longiradiatus,3622882
VTO_0060181,Hypostomus interruptus,3622914
VTO_0060183,Hypostomus meleagris,3622845
VTO_9027386,Bartramia umatilla,3596864
VTO_0060188,Hypostomus niger,3622859
VTO_0060189,Hypostomus tapijara,3622830
VTO_9030789,Nycticebus coucang javanicus,946857
VTO_9009429,Dimetrodon dollovianus,4126325
VTO_9027385,Lophortyx,728094
VTO_0065008,Attonitus,3625890
VTO_9033254,Homo rhodesiensis,3607676
VTO_0065006,Scopaeocharax atopodus,3625973
VTO_0065004,Scopaeocharax,3625972
VTO_0065005,Scopaeocharax rhinodus,3625974
VTO_0065002,Monotocheirodon pearsoni,3625981
VTO_0072978,Crapatalus munroi,3639856
VTO_0065000,Phenacogaster microstictus,3624787
VTO_0065001,Monotocheirodon,3625916
VTO_9033256,Cercamonius,4941602
VTO_9002581,Brachyscirtetes wimani,3608101
VTO_9033251,Triplopus implicatus,4942813
VTO_9033250,Triplopus rhinocerinus,4942814
VTO_9025960,Agnotocastor readingi,3609331
VTO_9025961,Mylodonopsis,4943382
VTO_9025962,Agnotocastor praetereadens,3609322
VTO_9025963,Agnotocastor montanus,3609319
VTO_9025965,Agriochoerus gaudryi,4944668
VTO_9025967,Agriochoerus antiquus,4944671
VTO_9025968,Neogondolella,4950126
VTO_9033252,Triplopus obliquidens,4942810
VTO_9011046,Irajatherium,6158379
VTO_9002580,Brachyscirtetes robustus,3608102
VTO_9033259,Phelosaccomys shotwelli,3609605
VTO_9033258,Phenacocoelus typus,4944433
VTO_0072974,Leptoscopus,3639858
VTO_0080369,Chimaera macrospina,4949805
VTO_0038267,Piabarchus,627458
VTO_9010565,Batrachosuchus,4948618
VTO_9031846,Platychelys,4132572
VTO_0075890,Sillago arabica,3634483
VTO_0075891,Sillago boutani,3634473
VTO_0075892,Sillago soringa,3634482
VTO_0075893,Sillago macrolepis,3634481
VTO_0075894,Sillago vittata,3634478
VTO_0075895,Sillago argentifasciata,3634477
VTO_0075896,Sillago burrus,3634479
VTO_0075897,Sillago microps,3634476
VTO_0075898,Sillaginopsis,3634490
VTO_0075899,Sillaginopsis panijus,3634491
VTO_9008769,Hakusanodon archaeus,4140837
VTO_9008768,Euprox robustus,4118889
VTO_0063016,Acanthopsoides gracilis,3627703
VTO_9008766,Regina intermedia,6157347
VTO_9008765,Regina grahamii,505611
VTO_9008764,Astroscopus countermani,6140602
VTO_9008763,Jianchangnathus robustus,6158164
VTO_9008762,Saltoposuchus connectens,3605963
VTO_9008761,Jianchangnathus,6158163
VTO_9008760,Guidraco venator,6149102
VTO_0064759,Leporinus pellegrinii,3625627
VTO_0064758,Leporinus amae,3625625
VTO_0064755,Leporinus subniger,3625649
VTO_0064754,Leporinus vanzoi,3625646
VTO_0064757,Leporinus crassilabris,178213
VTO_0064756,Leporinus bahiensis,3625642
VTO_0064750,Leporinus trimaculatus,3625609
VTO_0064753,Leporinus jamesi,3625632
VTO_0064752,Leporinus moralesi,3625045
VTO_0076082,Lycenchelys paxillus,3632992
VTO_0076083,Lycenchelys volki,3632971
VTO_0076080,Lycenchelys incisa,3632970
VTO_0049542,Scarus scaber,617933
VTO_9011047,Irajatherium hernandezi,6158380
VTO_0076081,Lycenchelys alta,3632990
VTO_0076084,Lycenchelys nigripalatum,3633013
VTO_0076085,Lycenchelys maoriensis,3632979
VTO_9029939,Albalophosaurus yamaguchiorum,6148477
VTO_9029938,Isuropsis,500595
VTO_9029937,Stethacanthus productus,6160205
VTO_9029935,Gobiconodontidae,4141897
VTO_9008189,Quayia zideki,6142838
VTO_9008188,Quayia,4145778
VTO_9008183,Lorancahyus,3615408
VTO_9008181,Apterodon saghensis,4945414
VTO_9008180,Apterodon altidens,4945417
VTO_9008187,Lorancahyus daamsi,6146308
VTO_9008185,Quasiapterodon,4945397
VTO_9008184,Quasiapterodon minutus,4945398
VTO_9032924,Phenacolemur praecox,3607858
VTO_9032925,Triisodon quivirensis,4119341
VTO_9032926,Pakisaurus,4142976
VTO_9032927,Pakisaurus balochistani,4142977
VTO_9032920,Khetranisaurus,4142974
VTO_9032921,Khetranisaurus barkhani,4142975
VTO_9026228,Diplocercides kayseri,6142850
VTO_9032923,Sulaimanisaurus,4142972
VTO_0047340,Acaronia vultuosa,456994
VTO_9026227,Diplocercides heiligenstockiensis,6142848
VTO_9026225,Elpistostege,5292449
VTO_9026222,Asarotidae,4144510
VTO_9026223,Cimolichthys levesiensis,3629370
VTO_0079447,Oneirodes carlsbergi,3630317
VTO_0060154,Leptoancistrus cordobensis,3622996
VTO_0079446,Oneirodes mirus,3630309
VTO_0069442,Symphurus fuscus,3640557
VTO_0069443,Symphurus bathyspilus,3640531
VTO_0069440,Symphurus reticulatus,3640526
VTO_0069441,Symphurus microrhynchus,3640505
VTO_0069446,Symphurus ocellaris,3640519
VTO_0069447,Symphurus septemstriatus,3640532
VTO_0069444,Symphurus undecimplerus,3640555
VTO_0069445,Symphurus williamsi,3640538
VTO_0069448,Symphurus schultzi,3640535
VTO_0069449,Symphurus minor,3640506
VTO_0003150,Nannophrys,775806
VTO_0003151,Nannophrys ceylonensis,1054411
VTO_0003153,Quasipaa,859097
VTO_0079444,Oneirodes kreffti,3630313
VTO_9003180,Teratophoneus,6158297
VTO_9003825,Notocaiman stromeri,6149896
VTO_9003181,Tapuiasaurus macedoi,6158288
VTO_9002748,Paracimexomys magister,4945201
VTO_9003827,Necrolestes patagonensis,6143655
VTO_9003184,Tyrannotitan,4129874
VTO_0079443,Oneirodes alius,3630331
VTO_9003185,Mapusaurus roseae,4129880
VTO_0004722,Hyperolius castaneus,681665
VTO_9027579,Tenudomys titanus,3609490
VTO_9027578,Bishops whitmorei,4119457
VTO_0071547,Nothobranchius annectens,3641415
VTO_9027575,Titanohyrax angustidens,4943240
VTO_9027577,Icochilus robustus,6147186
VTO_9027576,Kepodactylus insperatus,4128451
VTO_9027571,Dipnomorpha,29500
VTO_9027570,Tenudomys dakotensis,3609591
VTO_9027573,Icochilus rotundatus,6147187
VTO_9003189,Navahoceros,3611971
VTO_0079442,Oneirodes whitleyi,3630311
VTO_0071542,Nothobranchius neumanni,3641420
VTO_0071543,Nothobranchius mkuziensis,669485
VTO_0078563,Trimma hotsarihiensis,3637631
VTO_0078562,Trimma omanensis,3637634
VTO_0078566,Trimma fishelsoni,3637628
VTO_0078565,Trimma nomurai,3637614
VTO_0078569,Trimma nasa,3637643
VTO_0078568,Trimma lantana,3637620
VTO_0079441,Oneirodes myrionemus,3630318
VTO_9023547,Essonodon,3615642
VTO_0079607,Ogcocephalus declivirostris,3630167
VTO_0079440,Oneirodes bradburyae,3630326
VTO_0077867,Benthophilus durrelli,3636886
VTO_0077866,Lophiogobius ocellicauda,3637995
VTO_0077864,Lobulogobius bentuviai,3638014
VTO_0077862,Lobulogobius omanensis,3637835
VTO_0077861,Lobulogobius,3637836
VTO_0084363,Chikilidae,4948197
VTO_0084360,Gymnopis syntrema,3617917
VTO_0084361,Geotrypetes pseudoangeli,3617915
VTO_0084364,Chikila,5758907
VTO_0084365,Chikila fulleri,3617909
VTO_0069486,Poecilopsetta normani,3640232
VTO_0069487,Poecilopsetta inermis,3640228
VTO_9023348,Lusonectes sauvagei,6149643
VTO_0006957,Plectrohyla,263732
VTO_0069485,Poecilopsetta praelonga,3640234
VTO_0069482,Poecilopsetta zanzibarensis,3640238
VTO_0006955,Anotheca,59159
VTO_0066932,Gavialiceps bertelseni,3643131
VTO_0006954,Hyla eximia,574513
VTO_0066931,Cynoponticus coniceps,3643135
VTO_9015968,Desmatotherium,4942775
VTO_9015967,Acompsosaurus wingatensis,6158230
VTO_0006953,Hyla andersonii,574511
VTO_9015965,Tylocephalonyx,4942741
VTO_0066930,Cynoponticus savanna,3643134
VTO_9015963,Schizotherium,4942723
VTO_9015962,Bos acutifrons,3611718
VTO_9015960,Sivalhippus,4118177
VTO_9023342,Massetognathus ochagaviae,4947280
VTO_9023343,Sanchuansaurus pygmaeus,4128698
VTO_9008752,Rhynchopidae,3604963
VTO_9008753,Larinae,316924
VTO_9008750,Elaphe guttata,456236
VTO_0059640,Clariallabes melas,3622335
VTO_0069489,Poecilopsetta multiradiata,3640230
VTO_0079606,Ogcocephalus porrectus,3630163
VTO_0083277,Raorchestes crustai,4948247
VTO_9008759,Guidraco,6149101
VTO_9011042,Rhombacanthus,4140801
VTO_0075429,Bostrychus aruensis,4948958
VTO_0075428,Bostrychus africanus,4948959
VTO_0075421,Bostrichthys,652237
VTO_0075420,Dormitator cubanus,3638300
VTO_0075423,Kribia leonensis,3638269
VTO_0075422,Kribia uellensis,3638268
VTO_0075425,Incara,3639914
VTO_0075424,Kribia kribensis,3638267
VTO_0075426,Incara multisquamatus,3640144
VTO_9025939,Ageitodendron matthewi,4941763
VTO_0005129,Scaphiophryne brevis,1054136
VTO_0005122,Scaphiophryne menabensis,565055
VTO_9025933,Aepycamelus priscus,3611524
VTO_9025932,Aepycamelus procerus,3611527
VTO_0004830,Callulina dawida,404211
VTO_0045354,Variichthys,113779
VTO_0045355,Variichthys lacustris,113778
VTO_0045350,Syncomistes,113789
VTO_0045351,Syncomistes rastellus,113783
VTO_0045352,Syncomistes trigonicus,113780
VTO_0045353,Syncomistes butleri,113786
VTO_9022245,Pakicetidae,3616141
VTO_9034195,Euhapsis luskensis,3609344
VTO_9022247,Paralactaga,475307
VTO_9034192,Euhapsis ellicottae,3609349
VTO_9034190,Euhapsis breugerorum,3609347
VTO_9022249,Xiaosaurus dashanpensis,4946571
VTO_9010258,Batrachosuchus concordi,6159065
VTO_9010259,Eremosuchus,4130072
VTO_9010252,Erismacanthus major,6139673
VTO_9010251,Oracanthus pnigeus,6159693
VTO_9010256,Cyrnaonyx,3612858
VTO_9010257,Geochen,3595963
VTO_9010255,Apteribis glenos,6154835
VTO_0066696,Paramormyrops curvifrons,866402
VTO_0066697,Paramormyrops longicaudatus,812411
VTO_0066694,Paramormyrops jacksoni,3643930
VTO_0066692,Petrocephalus keatingii,3643969
VTO_0066693,Paramormyrops hopkinsi,812412
VTO_0066690,Petrocephalus pellegrini,3643967
VTO_0066691,Petrocephalus cunganus,3643971
VTO_0044006,Orthopristis reddingi,1016797
VTO_0081022,Pseudoeurycea mixcoatl,3620534
VTO_9026447,Bessoecetor,4945666
VTO_0081020,Pseudoeurycea mixteca,3620540
VTO_9015158,Grallator maximus,4130120
VTO_9015159,Anatopus palmatus,4127986
VTO_9015156,Georgiacetus,4942553
VTO_9015157,Saltopoides,4946986
VTO_9015154,Dorudon,4942598
VTO_9015151,Diaphorocetus,3612141
VTO_0081024,Pseudoeurycea amuzga,3620536
VTO_9026441,Prohylobates tandyi,3607648
VTO_0046099,Pentaceros capensis,120435
VTO_9002795,Parahippus maxsoni,3614909
VTO_0039559,Labeo annectens,1045390
VTO_0060509,Trachelyopterus lacustris,3623515
VTO_9007364,Leptadapis magnus,4941564
VTO_0039554,Labeo quadribarbis,699276
VTO_9002793,Lampropeltis getulus,660100
VTO_9027313,Paludinosa,6156346
VTO_0039552,Labeo altivelis,22273
VTO_9014209,Brachychirotherium pachydactylum,4946516
VTO_9014208,Dihoplus,4118041
VTO_9014204,Acerorhinus,3614791
VTO_9014207,Dihoplus schleiermacheri,4118042
VTO_9014206,Acerorhinus zernowi,3614790
VTO_9014200,Pleuroceros,4118053
VTO_9014203,Coelurosaurichnus perriauxi,4946981
VTO_9014202,Chilotherium kiliasi,4942702
VTO_9029901,Thalassomedon hanningtoni,4946304
VTO_9018954,Ceratodus planus,6142962
VTO_0065576,Odontostilbe roloffi,3624752
VTO_0065577,Odontostilbe parecis,3624763
VTO_0065574,Odontostilbe dierythrura,3624755
VTO_0065575,Odontostilbe dialeptura,3624754
VTO_0065572,Odontostilbe paraguayensis,3624751
VTO_0065573,Odontostilbe littoris,3624760
VTO_0065570,Petitella georgiae,4949473
VTO_0065571,Odontostilbe mitoptera,3624759
VTO_0065578,Odontostilbe pao,3624761
VTO_0065579,Odontostilbe pulchra,3624757
VTO_9029909,Priscagama,4125847
VTO_9007365,Leptadapis leenhardti,4941567
VTO_9032616,Laornithidae,3600069
VTO_0075165,Apogon americanus,3634969
VTO_9032614,Zheroia kurochkini,6151869
VTO_0075167,Apogon multitaeniatus,3634856
VTO_9032612,Tshulia,3603507
VTO_9032613,Xyronomys robinsoni,3616778
VTO_0060438,Euristhmus nudiceps,3622076
VTO_9032610,Biretia piveteaui,3607749
VTO_0060434,Clupisoma longianalis,261882
VTO_0060435,Clupisoma montana,3621830
VTO_0060436,Clupisoma naziri,3621829
VTO_0075163,Apogon retrosella,3634887
VTO_0060430,Silonia childreni,3621832
VTO_0060431,Clupisoma bastari,3621827
VTO_0060432,Clupisoma roosae,3621826
VTO_0060433,Clupisoma nujiangense,3621831
VTO_0063161,Sinibrama longianalis,3626142
VTO_0063160,Sinibrama taeniatus,3626139
VTO_0063167,Spinibarbus ovalius,3626756
VTO_0063165,Trigonostigma somphongsi,3627063
VTO_0063169,Spinibarbus babeensis,3626759
VTO_0063168,Spinibarbus maensis,3626758
VTO_9019512,Sirenavus hungaricus,3607272
VTO_9019513,Mesoplodon tumidirostris,3612166
VTO_9019516,Idiognathodus gemmiformis,6159771
VTO_9019517,Idiognathodus cariniferus,6159759
VTO_9019514,Idiognathodus confragus,6159764
VTO_9019515,Idiognathodus vadosus,6159793
VTO_9019518,Idiognathodus erodus,6159767
VTO_0064226,Anabarilius maculatus,3626892
VTO_0064229,Anabarilius yangzonensis,3626883
VTO_0064228,Anabarilius longicaudatus,3626879
VTO_0056879,Cynomacrurus,536336
VTO_0043007,Protemblemaria,734259
VTO_9003997,Lambdoceras,4944651
VTO_9003996,Eoplatanista gresalensis,3612373
VTO_9003991,Yunnancoelacanthus,6142919
VTO_9003990,Luopingcoelacanthus eurylacrimalis,6142873
VTO_0043000,Acanthemblemaria spinosa,57346
VTO_0043001,Acanthemblemaria rivasi,57343
VTO_0073077,Pseudotropheus galanos,3636146
VTO_9003999,Leptoreodon,4944634
VTO_0043009,Mccoskerichthys,734267
VTO_0082495,Pristimantis delius,4133276
VTO_0079616,Dibranchus hystrix,3630146
VTO_9033553,Habroichthys,4140269
VTO_9033550,Ursavus brevirhinus,3612648
VTO_0080080,Bathylagus atlanticus,3642836
VTO_0074225,Squamicreedia,3639734
VTO_9026796,Gazinius bowni,4941742
VTO_9026797,Protostega potens,4948099
VTO_9026794,Gazinius amplus,4941741
VTO_9026795,Archelon ischyros,4948112
VTO_9026792,Gelastops joni,3616767
VTO_0038550,Mesoborus crocodilus,284961
VTO_9026791,Gazinocyon vulpeculus,4945410
VTO_0079611,Dibranchus cracens,3630156
VTO_9026798,Protostega copei,4948101
VTO_9026799,Gelastops parcus,3615993
VTO_0080089,Bathylagichthys parini,3642877
VTO_9009800,Desmocyon matthewi,4118005
VTO_0072855,Hoplosebastes,3632477
VTO_0072854,Pteroidichthys amboinensis,3632519
VTO_0069138,Pycnocraspedum armatum,3629808
VTO_0072851,Scorpaena melasma,3632415
VTO_0072850,Scorpaena lacrimata,3632411
VTO_0072853,Pteroidichthys godfreyi,3632509
VTO_0072852,Pteroidichthys,3632500
VTO_0069132,Monomitopus garmani,3629746
VTO_0069133,Monomitopus conjugator,3629819
VTO_0069130,Monomitopus americanus,3629829
VTO_0069131,Monomitopus torvus,3629847
VTO_0072859,Idiastion pacificum,3632495
VTO_0072858,Idiastion hageyi,3632476
VTO_0069134,Monomitopus microlepis,3629805
VTO_0069135,Monomitopus malispinosus,3629813
VTO_9004671,Oxyprinichthys,4139189
VTO_9004670,Oxyprinichthys prioniferus,4139190
VTO_9004677,Cetorhynchus,4942222
VTO_0082692,Ptychadena neumanni,3618133
VTO_0062448,Triplophysa crassicauda,3628209
VTO_0065068,Knodus shinahota,3624966
VTO_0065069,Knodus breviceps,3624949
VTO_0080421,Centrophorus seychellorum,4949787
VTO_0062443,Triplophysa moquensis,3628127
VTO_0080423,Centrophorus robustus,4949786
VTO_0080422,Centrophorus tessellatus,4949789
VTO_0062442,Triplophysa nandanensis,3628184
VTO_0080429,Squalus raoulensis,3595265
VTO_0080428,Squalus griffini,3595262
VTO_9001841,Walbeckodon girardi,6144001
VTO_9001840,Louisinidae,6143985
VTO_9001843,Stenocybus acidentatus,4129580
VTO_9005108,Isohyaenodon,4945270
VTO_9005109,Leakitherium,4945339
VTO_0065063,Knodus borki,3624962
VTO_9005100,Bugtipithecus,3608009
VTO_9005103,Megistotherium,4945308
VTO_9005104,Metapterodon,4945265
VTO_9005105,Metasinopa,4945411
VTO_9005106,Oxyaenoides,4945336
VTO_9005107,Ischnognathus,4945306
VTO_0062780,Dienbienia namnuaensis,3628485
VTO_9001847,Stenocybusidae,4129578
VTO_9001846,Berrulestes phelizoni,6143988
VTO_0076604,Pseudanthias georgei,3633989
VTO_9031378,Rhynchodercetis,4141226
VTO_0076605,Pseudanthias engelhardi,3633979
VTO_9031374,Oceanosuchus,4132242
VTO_9031375,Saurorhamphus,4143022
VTO_9031376,Oceanosuchus boecensis,6150170
VTO_9031377,Rharbichthys,4143025
VTO_9031371,Hamadasuchus,3605969
VTO_9031373,Stratodus,3629369
VTO_9001904,Eusauropleura digitata,4133900
VTO_9001905,Heterolepidotus serrulatus,6139879
VTO_9001906,Dynamopterus boulei,6151438
VTO_9001907,Mammalodon colliveri,4942359
VTO_9001900,Kaiwhekea katiki,6149641
VTO_9001901,Tapinopus,5340723
VTO_9001902,Teilhardimys brisswalteri,6143548
VTO_9001903,Monshyus praevius,6143995
VTO_0076608,Pseudanthias albofasciatus,3633994
VTO_9001908,Llanocetus denticrenatus,3615450
VTO_9001909,Noteosuchus colletti,4127548
VTO_0076609,Pseudanthias venator,3633967
VTO_9030423,Merychyus arenarum,4944443
VTO_9030422,Merychyus crabilli,4944449
VTO_9030421,Dracaenosaurus,4124652
VTO_9030426,Plesiolacerta,4124656
VTO_9030424,Merychyus elegans,4944446
VTO_9030429,Pseudeumeces,4124653
VTO_9028324,Carolinochelys wilsoni,3606582
VTO_9028327,Gymnura hovestadti,6139230
VTO_9028326,Gymnura micura,244274
VTO_0083305,Rhacophorus baluensis,4948278
VTO_9028320,Raja praealba,6139318
VTO_9028329,Namaortyx sperrgebietensis,6151715
VTO_9028328,Gymnura grootaerti,6139229
VTO_9032482,Pristodontidae,4142909
VTO_9032481,Equus crenidens,3614880
VTO_9032487,Symmoriidae,4141344
VTO_9032486,Equus complicatus,3614854
VTO_9032485,Cyrtonodus nishioi,4139569
VTO_9032484,Carmelopodus untermannorum,6148688
VTO_9032489,Cyrtonodus fukujiensis,4139571
VTO_9032488,Equus conversidens,3614848
VTO_9008684,Larides,4609448
VTO_9008685,Alcides,5049527
VTO_9008681,Dipodomys gidleyi,3609635
VTO_9008682,Dipodomys hibbardi,3609637
VTO_0060224,Hypostomus pantherinus,3622863
VTO_0069969,Triacanthodes intermedius,3631371
VTO_0069968,Atrophacanthus japonicus,3631388
VTO_9003508,Paramys taurus,4941258
VTO_9003509,Paramys simpsoni,4941267
VTO_9003501,Arvicola terrestris,684847
VTO_0047064,Crenicichla cametana,516870
VTO_0047065,Crenicichla frenata,943378
VTO_0047060,Crenicichla haroldoi,167678
VTO_0047062,Crenicichla jupiaensis,943008
VTO_9033992,Wapuskanectes,6149658
VTO_9033993,Olenopsis,5338938
VTO_9033990,Scleromys,3609782
VTO_9033996,Prozaedyus,4119207
VTO_9033997,Eoviscaccia,3609867
VTO_9033994,Sylvisorex sorelloides,6146631
VTO_9033995,Wapuskanectes betsynichollsae,6149659
VTO_0075915,Pachycara nazca,3632913
VTO_0075914,Pachycara crassiceps,3632904
VTO_9033998,Scotamys,4940735
VTO_9033999,Litodontomys,4940736
VTO_0075911,Lycodapus microchir,3632962
VTO_0075910,Lycodapus psarostomatus,3632958
VTO_0075913,Lycodapus parviceps,3632959
VTO_9018794,Hemipristis paucidens,6139370
VTO_0075511,Dodekablennos,3639656
VTO_9018793,Vinceria argentinensis,6375735
VTO_0073791,Cichlasoma ornatum,3636196
VTO_0004501,Assa,906692
VTO_9034427,Varanops brevirostris,4128075
VTO_9034425,Archaeovenator,4128059
VTO_9034424,Pyozia,4128065
VTO_9023425,Anomoepus ranivorus,4129140
VTO_9034421,Ankylosaurus magniventris,4946547
VTO_0068618,Batrachoides surinamensis,3630458
VTO_0068619,Batrachoides walkeri,3630453
VTO_0073347,Crenicichla urosema,3636410
VTO_0068610,Colletteichthys dussumieri,3630507
VTO_0068612,Aphos porosus,3630505
VTO_0068613,Chatrabus damaranus,728762
VTO_0068614,Chatrabus hendersoni,3630463
VTO_0068615,Batrachoides goldmani,3630454
VTO_0068616,Batrachoides liberiensis,3630452
VTO_9023422,Heterophorcynus,3594857
VTO_0073797,Otopharynx ovatus,3636046
VTO_9023420,Hussakofiidae,4143940
VTO_9018790,Prosigmodon oroscoi,3610166
VTO_9017226,Paleollanosaurus fraseri,4119530
VTO_9017227,Macrerpeton huxleyi,6159122
VTO_9017224,Pontosaurus lesinensis,6157880
VTO_9017225,Avashishta,6143459
VTO_9017222,Diceratosaurus robustus,6159274
VTO_9017223,Avashishta bacharamensis,6143460
VTO_9017220,Tuditanus sculptilis,6159447
VTO_9017221,Diceratosaurus laevis,6159273
VTO_9017228,Paleollanosaurus,4119529
VTO_9017229,Dakshina,6143929
VTO_9022918,Menadon,4126397
VTO_9022919,Wumengosaurus delicatomandibularis,6158457
VTO_9022911,Plastomenus mlynarski,6156208
VTO_0034353,Conger triporiceps,692140
VTO_9022914,Dadadon,4127536
VTO_9022915,Dolichorhynchops bonneri,6149686
VTO_9022916,Dadadon isaloi,6158337
VTO_9022917,Menadon besairiei,6158344
VTO_0007086,Schismaderma,506368
VTO_0007087,Schismaderma carens,506358
VTO_0060848,Pimelodella enochi,3624078
VTO_0007081,Bufonidae,889358
VTO_0007088,Adenomus,206075
VTO_9020512,Artzosuchus,4126607
VTO_9020513,Artzosuchidae,6148546
VTO_9020510,Sunosuchus shartegensis,3605957
VTO_9020516,Shartegosuchus asperopalatum,6158180
VTO_9020517,Gobiosuchus parvus,6149981
VTO_9020514,Artzosuchus brachicephalus,6148547
VTO_9020515,Karatausuchus sharovi,6149917
VTO_9020518,Gegepterus changi,4130060
VTO_0080920,Squatina heteroptera,3595333
VTO_9027505,Protypotherium convexidens,6147216
VTO_0080922,Squatina mexicana,3595336
VTO_0083227,Ingerana medogensis,3618178
VTO_0080924,Piceoerpeton,3620638
VTO_9027501,Protypotherium attenuatum,6147212
VTO_0074637,Pseudochromis fowleri,3633694
VTO_0074636,Pseudochromis aldabraensis,3633685
VTO_0074635,Pseudochromis dutoiti,3633665
VTO_0074634,Pseudochromis linda,3633659
VTO_0074633,Pseudochromis tapeinosoma,3633645
VTO_0074632,Pseudochromis viridis,3633695
VTO_0074631,Pseudochromis leucorhynchus,3633675
VTO_0074630,Pseudochromis sankeyi,3633652
VTO_9027503,Protypotherium diversidens,6147218
VTO_0074639,Pseudochromis perspicillatus,3633656
VTO_0074638,Pseudochromis omanensis,3633644
VTO_9016575,Neldasaurus,4948633
VTO_9016574,Amynodontopsis,4118221
VTO_9016577,Metamynodon,3615115
VTO_9016573,Cadurcodon,3615192
VTO_9016572,Protheriodon estudianti,6138136
VTO_0075836,Upeneus luzonius,5924920
VTO_9023557,Neoliotomus,3615541
VTO_9016578,Megalamynodon,4118208
VTO_0073179,Amphilophus granadense,358037
VTO_0073178,Amphilophus margaritifer,3636272
VTO_9022149,Labrodon angustidentatus,3636810
VTO_0073171,Hoplotilapia retrodens,3635871
VTO_0073170,Hoplotilapia,3636479
VTO_0073173,Gaurochromis obtusidens,3635862
VTO_0073175,Alticorpus peterdaviesi,1073604
VTO_0073174,Crenicara latruncularium,3636362
VTO_0073177,Alticorpus profundicola,3635770
VTO_0073176,Alticorpus macrocleithrum,3635772
VTO_9014595,Polyacrodus wichitaensis,6160042
VTO_9014594,Puentemys,6155798
VTO_9014597,Chongichthys dentatus,6140116
VTO_9014591,Strigocuscus reidi,6148163
VTO_9014590,Trichosurus dicksoni,6148164
VTO_9014592,Puentemys mushaisaensis,6155799
VTO_9014598,Lawrenciella,5054811
VTO_9013064,Hoburogekko,4128831
VTO_9013065,Labrodioctes montanensis,6158036
VTO_9013066,Gobekko,4126293
VTO_9013067,Hoburogekko suchanovi,6157903
VTO_9013061,Oxydactylus benedentatus,4942194
VTO_9013062,Oxydactylus campestris,4942196
VTO_9013063,Gobekko cretacicus,6157895
VTO_0041059,Cobitis shikokuensis,226509
VTO_9013068,Aocnodromeus corrugatus,6157652
VTO_0060841,Pimelodella wolfi,3624143
VTO_0078553,Trimma griffithsi,3637650
VTO_0078550,Parapocryptes batoides,3638074
VTO_0078556,Trimma anaima,3637649
