VTO,taxname,ottid
VTO_0056752,Lepidion schmidti,708677
VTO_9015017,Proscapanus minor,3614320
VTO_9015016,Lomacetus,3612102
VTO_9015015,Llanocetus,3615451
VTO_9015014,Eoneustes bathonicus,6148997
VTO_9015013,Lomaphorus lineatus,6147448
VTO_9015011,Lomaphorus clarazianus,6147447
VTO_9028672,Cubanycteris,4118392
VTO_9015018,Lophocetus,3612287
VTO_9028675,Desmanella engesseri,3614288
VTO_9014518,Fukuititan nipponensis,6149048
VTO_9015320,Scenopagus curtidens,4943713
VTO_9015323,Harpacochampsa,4127228
VTO_0072306,Tetraroge niger,4137539
VTO_9015325,Nettosuchidae,3606056
VTO_0072300,Coccotropsis gymnoderma,4137552
VTO_0072303,Snyderina guentheri,4137544
VTO_9015326,Ocepesuchus,6149478
VTO_9004955,Xuanhanosaurus,4127780
VTO_9004958,Eustreptospondylus,4129366
VTO_9004959,Poekilopleuron,4129345
VTO_0002512,Leptobrachium montanum,104498
VTO_0002511,Leptobrachium kanowitense,691452
VTO_0002516,Leptobrachium xanthops,683335
VTO_0073225,Metriaclima,304798
VTO_0065479,Creagrutus melasma,3625054
VTO_0065478,Creagrutus cochui,3625001
VTO_0065477,Creagrutus molinus,3625027
VTO_0065476,Creagrutus zephyrus,3625019
VTO_0065475,Creagrutus ungulus,3625002
VTO_0065474,Creagrutus holmi,3625017
VTO_0065471,Creagrutus amoenus,3625018
VTO_0065470,Creagrutus maracaiboensis,3625057
VTO_9017936,Miohippus equiceps,3614985
VTO_0067831,Polyipnus aquavitus,3629084
VTO_0067830,Polyipnus surugaensis,3629104
VTO_0067833,Polyipnus soelae,3629100
VTO_0067832,Polyipnus parini,3629094
VTO_0067835,Polyipnus elongatus,3629103
VTO_0067834,Polyipnus ruggeri,3629096
VTO_0067837,Polyipnus inermis,3629086
VTO_0067836,Polyipnus meteori,3629083
VTO_0067839,Polyipnus spinifer,3629087
VTO_0067838,Polyipnus danae,3629089
VTO_9017933,Woutersiidae,4944152
VTO_9017930,Spalacotherium henkeli,6143921
VTO_9020319,Eomyidae,3609923
VTO_0059937,Ancistrus stigmaticus,3622558
VTO_9019459,Streptognathodus subdivisus,6160063
VTO_9019458,Alagomyidae,3610237
VTO_9019453,Bavarioboa hermi,4120146
VTO_9019452,Ageroolithus fontllongensis,4126263
VTO_9019451,Streptognathodus corrugatus,6160051
VTO_9019450,Laredomyidae,3609933
VTO_9019457,Prismatoolithus tenuis,6150648
VTO_9019456,Streptognathodus sulciferus,6160065
VTO_9019455,Diacodexis parvus,6146044
VTO_9019454,Alagomys,3610236
VTO_9020314,Aulolithomys,3610510
VTO_0037196,Pareiorhaphis bahianus,718336
VTO_9020316,Arikareeomys,3610258
VTO_9020317,Coloraderpeton,4948384
VTO_9022929,Nichollssaura,4128854
VTO_9022928,Wumengosaurus,6158456
VTO_9022082,Barrancapus cresapi,4145297
VTO_9012568,Subhyracodon occidentalis,4118050
VTO_9012562,Maremmia lorenzi,6146211
VTO_9026652,Eustreptospondylidae,4143639
VTO_9012560,Klameliidae,6143573
VTO_0082735,Hyloxalus borjai,3619308
VTO_0069033,Tauredophidium hextii,3629846
VTO_0069032,Tauredophidium,3629817
VTO_0069031,Brotula clarkae,3629737
VTO_0069030,Brotula townsendi,3629738
VTO_0069038,Bassozetus multispinis,3629617
VTO_9004173,Contogenys sloani,4124294
VTO_9004176,Prognathodon saturator,6158018
VTO_9004177,Sichuanosuchus shuhanensis,6150200
VTO_9004174,Palaeolabrus dormaalensis,4139148
VTO_9004175,Palaeolabrus montanensis,4139147
VTO_9004178,Parictis dakotensis,3613023
VTO_9004179,Scotiophryne pustulosa,4133711
VTO_0068926,Ventichthys biospeedoi,4134350
VTO_0068927,Acanthonus,3629837
VTO_0068924,Pseudogilbia sanblasensis,4134286
VTO_0068925,Ventichthys,4134349
VTO_0068922,Thalassobathia pelagica,3630064
VTO_0068923,Pseudogilbia,4134285
VTO_0068920,Thalassobathia,3630062
VTO_0068921,Thalassobathia nelsoni,3630066
VTO_9014515,Abavornis,3602044
VTO_0068928,Acanthonus armatus,3629836
VTO_0068929,Cherublemma,3629796
VTO_0080548,Dipturus lanceorostratus,3594508
VTO_0080549,Dipturus oregoni,3594516
VTO_0080543,Rajella fuliginea,3594477
VTO_9011037,Phoebodus heslerorum,6159719
VTO_9011036,Odontorhytis,4139981
VTO_0080547,Dipturus doutrei,3594506
VTO_0080544,Dipturus garricki,3594524
VTO_0080545,Dipturus melanospilus,3594525
VTO_9001041,Pachycormus acutirostris,6142520
VTO_9001040,Whiteiidae,3621463
VTO_9001043,Pliolestes,3606858
VTO_9001042,Sauropsis latus,6142527
VTO_9001045,Prosauropsis elongatus,6142523
VTO_9001044,Squatina hassei,3595337
VTO_9001047,Stilotherium,4943676
VTO_9001046,Pseudhalmarhiphus,3606862
VTO_9001049,Caturus ferox,6139762
VTO_9001048,Polydolopidae,3606865
VTO_9030397,Merychippus sejunctus,6146807
VTO_9030138,Prosantorhinus douvillei,4118057
VTO_9030396,Meniscognathus,4124532
VTO_9030391,Erdenetesaurus,4125830
VTO_0079401,Leptacanthichthys gracilispinis,3630342
VTO_9030390,Haptosphenus,4124517
VTO_9030393,Merychippus proparvulus,3615058
VTO_0081421,Pelophryne macrotis,745771
VTO_9021195,Trihecatontidae,3620771
VTO_9021196,Pelodosotis,4133797
VTO_9021191,Orodus elongatus,6159930
VTO_9021190,Leiodontidae,6372848
VTO_9021193,Callawayasaurus colombiensis,6149647
VTO_9021192,Orodus minutus,6159937
VTO_9030131,Bunopithecus,712902
VTO_9014514,Incolornis martini,6150737
VTO_9031277,Hokouchelys,4132392
VTO_9031276,Ptychogaster,4948078
VTO_9031271,Parvitragulus priscus,4119383
VTO_9031270,Parvericius voorhiesi,4119089
VTO_9031273,Sharemys,4132382
VTO_0079409,Tyrannophryne,3630368
VTO_0079408,Ctenochirichthys longimanus,3630361
VTO_9025367,Proardea,4130619
VTO_9033695,Platyrhina bolcensis,6139237
VTO_9033694,Mystiornithidae,6150828
VTO_9033697,Mystiornis,6150829
VTO_9033696,Tetracus nanus,3614741
VTO_9033691,Mystiornis cyrili,6150830
VTO_9033690,Darbonetus,4119144
VTO_9033693,Tetracus,3614739
VTO_9033692,Podolaspis,4143742
VTO_9033699,Puffinus pacificoides,3595586
VTO_9033698,Platyrhina egertoni,6139238
VTO_9032564,Ctenacanthus littoni,6159552
VTO_9032565,Ctenacanthus angulatus,6159538
VTO_9032566,Equus pectinatus,3614862
VTO_9032560,Longileptolepis,4145680
VTO_9032562,Jeholornis palmapenis,6150798
VTO_9002530,Mioplosus,3634757
VTO_9002533,Larimus steurbauti,6140489
VTO_9002536,Larimus henrii,6140488
VTO_9002537,Istiodactylus,4128458
VTO_0074927,Pseudojuloides erythrops,3636688
VTO_0074926,Pseudojuloides argyreogaster,3636687
VTO_0074924,Pseudojuloides kaleidos,3636689
VTO_0074921,Choerodon melanostigma,3636504
VTO_0074929,Pseudojuloides elongatus,3636692
VTO_0074928,Pseudojuloides inornatus,3636690
VTO_0075038,Ulua,3638779
VTO_9001378,Phenacodus,4945569
VTO_0075032,Pantolabus,3638769
VTO_0075033,Pantolabus radiatus,3638805
VTO_0075030,Caranx fischeri,3638758
VTO_0075031,Decapterus koheru,3638767
VTO_0075034,Oligoplites refulgens,3638738
VTO_0075035,Oligoplites palometa,3638739
VTO_9026351,Eestilepis prominens,6159617
VTO_0070718,Urocampus nanus,3642174
VTO_0070719,Campichthys,3642255
VTO_0070710,Cosmocampus darrosanus,3642170
VTO_0070711,Cosmocampus coccineus,6141283
VTO_0070712,Cosmocampus howensis,3642168
VTO_0070713,Cosmocampus banneri,3642162
VTO_0070714,Cosmocampus hildebrandi,3642163
VTO_0070715,Cosmocampus arctus,3642164
VTO_0070716,Cosmocampus profundus,3642169
VTO_0070717,Maroubra yasudai,3642193
VTO_0005535,Holoaden,941607
VTO_0005538,Strabomantinae,199517
VTO_0005539,Oreobates,415886
VTO_0069800,Tripodichthys oxycephalus,3631369
VTO_0069801,Triacanthus nieuhofii,3631366
VTO_0079836,Synodus tectus,3629232
VTO_0079837,Synodus rubromarmoratus,3629236
VTO_0079834,Synodus fuscus,3629211
VTO_0079835,Synodus evermanni,3629230
VTO_0079832,Synodus mundyi,3629213
VTO_0079833,Synodus houlti,252111
VTO_0079830,Synodus marchenae,3629221
VTO_0079831,Synodus oculeus,3629234
VTO_0079838,Synodus janus,3629226
VTO_0079839,Synodus doaki,3629224
VTO_9027908,Platydyptes marplesi,3600128
VTO_9027909,Korora oliveri,3600122
VTO_9027901,Horolodectes,4140518
VTO_9027903,Palaeeudyptes marplesi,4130830
VTO_9027904,Pachydyptes ponderosus,3600127
VTO_9027905,Platydyptes amiesi,3600113
VTO_9027906,Platydyptes novaezealandiae,3600129
VTO_9027907,Archaeospheniscus lopdelli,3600124
VTO_9029199,Stylemys emiliae,3606349
VTO_9029195,Stylemys copei,3606338
VTO_9029194,Gopherus vagus,3606322
VTO_9029191,Heterodontus canaliculatus,6139521
VTO_9029190,Euryarthra muensteri,6139252
VTO_0004669,Tachycnemis seychellensis,750023
VTO_0004668,Tachycnemis,750024
VTO_0043995,Plectorhinchus plagiodesmus,177506
VTO_0004661,Cardioglossa manengouba,963162
VTO_0004665,Phlyctimantis,462985
VTO_0004664,Hyperoliidae,535796
VTO_9025099,Skartopus,4129747
VTO_9023104,Kleskunsaurus grandeprairiensis,6157921
VTO_9023105,Rahiolisaurus,6150462
VTO_9023106,Rahiolisaurus gujaratensis,6150463
VTO_9023107,Chamopsiidae,6157828
VTO_9023100,Pholidophorus granulatus,4949526
VTO_9023101,Pholidophorus brevis,4949527
VTO_9023102,Pholidophorus purbeckensis,4949520
VTO_9023108,Tupilakosaurus heilmani,6159451
VTO_9025096,Hexaprotodon dulu,6146082
VTO_0074623,Pseudochromis quinquedentatus,3633673
VTO_0037540,Parodon hilarii,683925
VTO_9016566,Panthera leo atrox,927561
VTO_9016567,Protheriodon,6138135
VTO_0043336,Trachinotus paitensis,206206
VTO_0002625,Pelodytes,509553
VTO_9020459,Ptycholepis barboi,6142650
VTO_9020453,Schizodontomys,3609532
VTO_9020452,Stratimus,3609467
VTO_9020451,Peridiomys,3609497
VTO_9020450,Oregonomys,3609541
VTO_9020457,Trogomys,3609504
VTO_9020455,Alactaga,475307
VTO_9020454,Proheteromys,3609488
VTO_9013962,Dinichthys,4949943
VTO_9013964,Cricosaurus,3606065
VTO_0073169,Geophagus pellegrini,3636357
VTO_0073672,Lethrinops leptodon,3635765
VTO_9014582,Pseudocordylodon rigassii,6143305
VTO_0073670,Lethrinops macrophthalmus,3635754
VTO_0073671,Lethrinops lunaris,3635764
VTO_0073676,Lethrinops christyi,3635758
VTO_0073677,Lethrinops turneri,3635755
VTO_0073674,Lethrinops albus,3635763
VTO_9014619,Pseudoeotragus,3611844
VTO_9014616,Repomys panacaensis,3610291
VTO_9014617,Ulmensia antecedens,3614647
VTO_0073678,Lethrinops micrentodon,3635756
VTO_0073679,Lethrinops lethrinus,3635753
VTO_9014612,Repomys gustelyi,3610658
VTO_9014613,Repomys arizonensis,3610050
VTO_9014611,Repomys maxumi,3610273
VTO_9014581,Albertogaudryidae,4143483
VTO_0005988,Ameerega pepperi,658204
VTO_9013344,Cetotheriopsis,4942575
VTO_9013347,Cophocetus,4942419
VTO_9013340,Sigmodon bakeri,3608212
VTO_9013342,Chonecetus,3612407
VTO_0073161,Geophagus neambi,3636350
VTO_9022699,Rinconsaurus caudamirus,4129271
VTO_9007410,Geochelone costaricensis,3606299
VTO_0078909,Labrisomus filamentosus,3639332
VTO_0078908,Labrisomus pomaspilus,3639335
VTO_0078905,Haptoclinus,3639349
VTO_0078904,Auchenionchus variolosus,3639337
VTO_0078907,Labrisomus socorroensis,3639331
VTO_0078906,Haptoclinus apectolophus,3639348
VTO_0078901,Cryptotrema seftoni,3639358
VTO_0078900,Cryptotrema,3639354
VTO_0078903,Auchenionchus crinitus,3639336
VTO_0078902,Cryptotrema corallinum,3639353
VTO_9024225,Carodnia,4119332
VTO_9024226,Carolozittelia,4945114
VTO_9024221,Sichuanchelyidae,6158202
VTO_9024222,Carodniidae,3615302
VTO_9024228,Pyrotheriidae,4945107
VTO_9024229,Propyrotherium,4945113
VTO_9007111,Nesodactylus,4126942
VTO_9007110,Tendaguria tanzaniensis,4126554
VTO_9007113,Rhamphorhynchidae,4947312
VTO_9007112,Rhamphorhynchus,4947316
VTO_9007115,Preondactylus,4947329
VTO_9007114,Dorygnathus,4947326
VTO_9007117,Scaphognathus,4947322
VTO_9007116,Sordes,4947331
VTO_9007119,Pacificotaria hadromma,4117974
VTO_9018876,Mylohyus floridanus,3611452
VTO_9018877,Mylohyus elmorei,3611462
VTO_9018875,Mylohyus fossilis,3611467
VTO_9018872,Amphictis,3612903
VTO_9018870,Ptychodus altior,4143151
VTO_0067366,Ariosoma sanzoi,6140053
VTO_0067360,Ophisoma prorigerum,3643004
VTO_0067363,Ariosoma sokotranum,3642999
VTO_0067362,Ariosoma gilberti,3642989
VTO_0067369,Ariosoma sazonovi,3642997
VTO_0067368,Ariosoma mauritianum,3642990
VTO_9025179,Aphanapteryx,3599974
VTO_9025178,Diunatans,6145899
VTO_9025173,Morotochoerus,3616525
VTO_9025172,Mionictis artenensis,6145482
VTO_9025171,Paralutra transdanubica,6145494
VTO_9025170,Halonodon luxembourgensis,6139716
VTO_9025177,Neovenator,4129881
VTO_9025176,Diunatans luctoretemergo,6145900
VTO_9025175,Paralutra jaegeri,6145492
VTO_9023029,Otolithus,461900
VTO_0042921,Enneanectes altivelis,453043
VTO_9018253,Satherium,3612810
VTO_9000460,Protoreodon,4944691
VTO_9000461,Chalepotherium,4943692
VTO_0083219,Sphaerotheca maskeyi,965439
VTO_0083218,Sphaerotheca leucorhynchus,3618213
VTO_9000465,Erinaceomorpha,3615225
VTO_9000466,Placentidens,4117838
VTO_0083213,Nanorana minica,3618185
VTO_0083212,Nanorana blanfordii,3618183
VTO_0083211,Nanorana polunini,3618188
VTO_0083210,Nanorana mokokchungensis,3618186
VTO_0083217,Sphaerotheca swani,965439
VTO_0083216,Sphaerotheca strachani,3618214
VTO_0083215,Nanorana rostandi,3618189
VTO_0083214,Nanorana ercepeae,3618191
VTO_0066090,Hydrolycus wallacei,3624937
VTO_0066091,Hydrolycus tatauaia,3624936
VTO_0066093,Cynodon meionactis,3624935
VTO_0057730,Ijimaia loppei,378638
VTO_0066099,Gilbertolus alatus,3625784
VTO_0057737,Ateleopus natalensis,45149
VTO_0055383,Melanotaenia pierucciae,421302
VTO_0055381,Melanotaenia rubripinnis,291685
VTO_0059724,Cinetodus conorhynchus,3623383
VTO_0059725,Ariopsis guatemalensis,195737
VTO_0059726,Ariopsis assimilis,47720
VTO_0059727,Ariopsis seemanni,704267
VTO_0059721,Nemapteryx bleekeri,3623376
VTO_0059728,Netuma proxima,992738
VTO_0059729,Cathorops kailolae,3623416
VTO_9015683,Angistorhinus alticephalus,6149596
VTO_9015919,Spinodus,4142450
VTO_9033017,Tristichopterus alatus,6159476
VTO_9015686,Merychippus,3614888
VTO_9007212,Diplocynodon,4947976
VTO_9015687,Megahippus,4942674
VTO_0006424,Litoria andiirrmalin,241145
VTO_9003179,Teratophoneus curriei,6158298
VTO_9003177,Alioramus altai,6155690
VTO_9003176,Tapuiasaurus,6158287
VTO_9003175,Venustodus argutus,6159713
VTO_9003174,Venustodus leidyi,6159714
VTO_9003173,Sandalodus carbonarius,6139693
VTO_9007210,Balanerodus,4947964
VTO_9003171,Deltodus angularis,6139657
VTO_9003170,Jainosaurus septentrionalis,4127685
VTO_0003266,Micrixalidae,1081209
VTO_0003267,Micrixalus,1054404
VTO_0060858,Pimelodella megalura,3624137
VTO_0003261,Fejervarya triora,927541
VTO_0060856,Pimelodella laurenti,3624083
VTO_0060857,Pimelodella martinezi,3624133
VTO_0060854,Pimelodella pectinifer,3624128
VTO_0060855,Pimelodella megalops,3624104
VTO_0060853,Pimelodella kronei,3624097
VTO_0060851,Pimelodella conquetaensis,3624117
VTO_9007216,Alligatoridae,195670
VTO_9026194,Dictyoolithus hongpoensis,4129676
VTO_9026195,Dictyoolithus,4129674
VTO_9026197,Hyaena hipparionum,6145665
VTO_9026190,Spheroolithidae,4129762
VTO_9026191,Elongatoolithus andrewsi,4127464
VTO_9026192,Macroolithus rugustus,4127471
VTO_9026193,Nanhsiungoolithus chuetienensis,6150562
VTO_9026199,Prionailurus rubiginosus,507541
VTO_9033010,Proleptolepis,4145503
VTO_9027829,Remiculus deutschi,3607465
VTO_9027828,Amynodon sinensis,4118212
VTO_9027826,Anthracosenex ambiguus,4944746
VTO_9027825,Amphicyon galushai,4942120
VTO_9027824,Edaphocyon palmeri,3612911
VTO_9027823,Anhanguera ligabuei,6148496
VTO_9027821,Zupaysaurus,4130228
VTO_9027820,Cearadactylidae,4130052
VTO_9010830,Losillasaurus,4129545
VTO_0076088,Lycenchelys makushok,3633011
VTO_0076089,Lycenchelys fedorovi,3632978
VTO_9012249,Arcodonichthys,4145819
VTO_0067128,Ophichthus regius,3643306
VTO_9012243,Urbacodon,4947135
VTO_9012242,Urbacodon itemirensis,4947136
VTO_9012247,Arcodonichthys pasiegae,6142294
VTO_9012245,Bawitius bartheli,6142349
VTO_9012244,Lophostropheus airelensis,4129886
VTO_0072624,Xeneretmus triacanthus,3632015
VTO_9015649,Niglarodon yeariani,3610846
VTO_0072628,Occella kasawae,3632004
VTO_0072629,Occella kuronumai,3632005
VTO_0035278,Corydoras robineae,1058080
VTO_0035279,Corydoras reynoldsi,1058078
VTO_0035274,Corydoras oxyrhynchus,481639
VTO_0035275,Corydoras osteocarus,481641
VTO_0035276,Corydoras schwartzi,1058096
VTO_0035277,Corydoras robustus,1058094
VTO_0035270,Corydoras paragua,481651
VTO_0035272,Corydoras pantanalensis,481643
VTO_0035273,Corydoras panda,481645
VTO_0078484,Luposicya lupus,3637875
VTO_0078485,Bathygobius casamancus,3637422
VTO_9021876,Ottomania,4117209
VTO_9021877,Myocricetodon,3610288
VTO_9021874,Mictomys,910205
VTO_9021875,Aglaocetus latifrons,6145742
VTO_9021872,Nebraskomys,3610170
VTO_9021873,Mimomys,3610195
VTO_9021870,Alwoodia harkseni,3610894
VTO_9021871,Alveugena carbonensis,4119463
VTO_9021878,Aglaocetus burtinii,6145741
VTO_9021879,Aglaocetus rotundus,6145744
VTO_0077751,Cryptocentrus cebuanus,3637286
VTO_0077750,Cryptocentrus maudae,3637272
VTO_0077753,Cryptocentrus wehrlei,3637271
VTO_0077752,Cryptocentrus caeruleopunctatus,3637285
VTO_0077754,Cryptocentrus fasciatus,3637268
VTO_0077757,Cryptocentrus niveatus,3637269
VTO_0077758,Cryptocentrus melanopus,917235
VTO_9014517,Tiphyocetus,3612274
VTO_0074220,Nibea squamosa,3634280
VTO_0074221,Nibea microgenys,3634278
VTO_0074222,Enigmapercis,3639731
VTO_0074223,Enigmapercis acutirostris,3639730
VTO_0074224,Enigmapercis reducta,3639759
VTO_9033557,Archaeolepidotus,4949570
VTO_0080085,Bathylagoides argyrogaster,3642834
VTO_0080084,Bathylagoides nigrigenys,3642835
VTO_0074228,Dactylopsaron dimorphicum,3639721
VTO_0074229,Acanthaphritis,3639728
VTO_9033559,Asialepidotus,4140189
VTO_0035499,Dolichallabes,340335
VTO_9027211,Protypotherium antiquum,6147211
VTO_0006345,Diasporus,427881
VTO_9021252,Xenachoffatia oinopion,6143728
VTO_9021253,Nambaroo bullockensis,6148103
VTO_9021250,Kielanodon hopsoni,6143774
VTO_9021251,Meketichoffatia krausei,6143783
VTO_9021256,Wururoo,3615265
VTO_9021257,Renatodon,3617154
VTO_9021254,Bathmochoffatia hapax,6143721
VTO_9021255,Kuehneodon barcasensis,6143775
VTO_9021258,Renatodon amalthea,6143727
VTO_9021259,Psittacosaurus major,4126877
VTO_9029406,Xerobates orthopygius,3606311
VTO_9029405,Batrachognathus,4947108
VTO_9029404,Batrachognathus volans,6148509
VTO_9029403,Mescalerolemur horneri,6145239
VTO_9029402,Mescalerolemur,6145238
VTO_9029401,Pasquiaornis,4132108
VTO_9029400,Saltenia ibanezi,6158988
VTO_9029409,Mustela jacksoni,3612709
VTO_9029408,Praemegaptera,4118746
VTO_9024758,Icriodella,4145693
VTO_9024755,Idiognathodus,4141100
VTO_9024756,Icriospathodus,4145245
VTO_9024757,Icriodus,4144911
VTO_9024750,Bahariasauridae,4145691
VTO_9024751,Fukuiraptor,4127724
VTO_9024752,Fukuiraptor kitadaniensis,4127725
VTO_9024753,Idioprioniodus,4142542
VTO_0070039,Sphoeroides marmoratus,3631209
VTO_0070038,Sphoeroides georgemilleri,3631212
VTO_0064896,Nannocharax taenia,3624622
VTO_0070031,Carinotetraodon imitator,3631192
VTO_0070030,Carinotetraodon travancoricus,586596
VTO_0070033,Carinotetraodon borneensis,586601
VTO_0070032,Carinotetraodon irrubesco,586599
VTO_0070035,Liosaccus,889038
VTO_0070034,Omegophora cyanopunctata,586604
VTO_0070037,Marilyna meraukensis,237318
VTO_0070036,Marilyna pleurosticta,3631183
VTO_0071348,Lamprichthys tanganicanus,3641992
VTO_0071349,Aplocheilichthys katangae,3641894
VTO_0071342,Lacustricola jeanneli,3641886
VTO_0071343,Lacustricola matthesi,3641977
VTO_0071345,Lacustricola moeruensis,3641891
VTO_9022756,Vasseuromys thenii,4940904
VTO_9022757,Falepetrus,4945496
VTO_9022754,Pappotherium,4944010
VTO_9022755,Dakotadens,4945492
VTO_9022753,Dromaeosauripus,6150530
VTO_9022751,Menglongipus sinensis,6150534
VTO_9022758,Aethomylos,4945498
VTO_0064894,Nannocharax rubrolabiatus,3624629
VTO_0074858,Iniistius umbrilatus,3636551
VTO_0070029,Laeviphysus,986279
VTO_9025402,Otischalkia elderae,6156534
VTO_9025401,Ductor leptosomus,6140255
VTO_9025407,Anomalomys minor,3611062
VTO_9025406,Adinodon pattersoni,3606809
VTO_9025404,Adilophontes brachykolos,4942124
VTO_9025409,Anchitheriomys suevicus,3609943
VTO_9025408,Steneofiber depereti,3609326
VTO_0079972,Paraulopus filamentosus,3629170
VTO_0079971,Pseudotrichonotus xanthotaenia,3629238
VTO_0079970,Rosenblattichthys volucris,3629361
VTO_9023801,Archaeophylus,4944263
VTO_9023800,Pediomyidae,3606806
VTO_0079975,Paraulopus okamurai,3629172
VTO_9023802,Nortedelphys jasoni,6143662
VTO_0079979,Paraulopus japonicus,3629165
VTO_0079978,Paraulopus melanogrammus,3629169
VTO_9023808,Antepithecus,4944276
VTO_9000389,Plagiomenidae,3607798
VTO_0066241,Characidium bolivianum,3624686
VTO_0082012,Dendropsophus luteoocellatus,4133382
VTO_0082013,Dendropsophus meridianus,4133363
VTO_0082010,Dendropsophus jimi,4133338
VTO_0082011,Dendropsophus tintinnabulum,4133354
VTO_0082016,Dendropsophus yaracuyanus,4133366
VTO_0082017,Dendropsophus joannae,4133377
VTO_0082014,Dendropsophus stingi,4133350
VTO_0082015,Dendropsophus minimus,4133341
VTO_0082018,Dendropsophus dutrai,4133378
VTO_0082019,Scarthyla vigilans,3619815
VTO_9000388,Masritherium,4944738
VTO_9016937,Platyoposaurus,4948534
VTO_9016936,Zatrachys,3620883
VTO_9016930,Chacopterygus,6143222
VTO_9016933,Dasyceps,4133781
VTO_9016932,Limnomis,4142336
VTO_9016939,Magyarosaurus dacus,4126356
VTO_9016938,Iuticosaurus lydekkeri,4129263
VTO_0043817,Bembrops greyi,699591
VTO_9018498,Oxyrhina crassa,3595132
VTO_0066242,Characidium stigmosum,3624687
VTO_0070023,Monotrete brevirostris,6140593
VTO_0059258,Gephyroglanis,3624286
