vto_name	vto_id	ncbi_id	OT_name	Ot_ID
Laides hexanema	VTO_0036182	390462	Laides hexanema	61487
Laides longibarbis	VTO_0036181	365585	Laides longibarbis	334577
Laides	VTO_0036180	365584	Laides	334578
Pseudeutropius moolenburghae	VTO_0036189	796023	Pseudeutropius moolenburghae	199222
Pseudeutropius brachypopterus	VTO_0036188	390396	Pseudeutropius brachypopterus	210174
Scleronema minutum	VTO_0061704	NA	NA	NA
Trichomycterus sp. (Schaefer 1990)	VTO_0061534	NA	NA	NA
Paracanthopoma parva	VTO_0061707	NA	NA	NA
Kronichthys sp. (Schaefer 1987)	VTO_0060041	NA	NA	NA
Synodontis greshoffi	VTO_0036735	404966	Synodontis greshoffi	629036
Plicofollis nella	VTO_0035775	435004	Plicofollis nella	182143
Loricariichthys labialis	VTO_0059867	NA	NA	NA
Nemadoras	VTO_0036700	245711	Nemadoras	317357
Synodontis soloni	VTO_0036736	404969	Synodontis soloni	629038
Trichogenes	VTO_0036459	585399	Trichogenes	473134
Rineloricaria jaraguensis	VTO_0037101	NA	NA	NA
Sorubimichthys	VTO_0036329	337657	Sorubimichthys	595059
Parapimelodus valenciennis	VTO_0036328	462338	Parapimelodus valenciennis	672142
Rineloricaria parva	VTO_0037104	1204596	Rineloricaria parva	251615
Loricaria	VTO_0037106	52085	Loricaria	4727512
Cheirocerus	VTO_0036323	337765	Cheirocerus	1002286
Loricaria simillima	VTO_0037109	390836	Loricaria simillima	284531
Pareiodon	VTO_0036453	648140	Pareiodon	11530
Trichomycteridae	VTO_0036452	30994	Trichomycteridae	967334
Plectrochilus	VTO_0036455	648142	Plectrochilus	11532
Parapimelodus	VTO_0036326	462337	Parapimelodus	672136
Parastegophilus	VTO_0036457	648136	Parastegophilus	432108
Cheirocerus abuelo	VTO_0036324	1150204	Cheirocerus abuelo	410507
Neblinichthys	VTO_0060386	NA	NA	NA
Neblinichthys yaravi	VTO_0060387	NA	NA	NA
Spatuloricaria curvispina	VTO_0060384	NA	NA	NA
Doras micropoeus	VTO_0036698	238597	Doras micropoeus	571688
Spatuloricaria euacanthagenys	VTO_0060382	NA	NA	NA
Spatuloricaria phelpsi	VTO_0060383	NA	NA	NA
Spatuloricaria nudiventris	VTO_0060380	NA	NA	NA
Spatuloricaria atratoensis	VTO_0060381	NA	NA	NA
Rhinodoras dorbignyi	VTO_0036692	1123853	Rhinodoras dorbignyi	5555220
Rhinodoras	VTO_0036691	238579	Rhinodoras	623744
Doraops zuloagai	VTO_0036690	238593	Doraops zuloagai	571692
Doras carinatus	VTO_0036697	238595	Doras carinatus	571686
Doras	VTO_0036696	238594	Doras	571687
Neblinichthys roraima	VTO_0060388	NA	NA	NA
Neblinichthys pilosus	VTO_0060389	NA	NA	NA
Pterygoplichthys punctatus	VTO_0060416	NA	NA	NA
Liposarcus sp. (Friel 1994)	VTO_0060417	NA	NA	NA
Schilbe brevianalis	VTO_0061457	NA	NA	NA
Pterygoplichthys lituratus	VTO_0060415	NA	NA	NA
Metaloricaria nijsseni	VTO_0060412	NA	NA	NA
Loricariidae sp. (Mo 1991)	VTO_0060413	NA	NA	NA
Lithogenes valencia	VTO_0060410	NA	NA	NA
Lithogenes wahari	VTO_0060411	NA	NA	NA
Pareiorhaphis mutuca	VTO_0060148	NA	NA	NA
Pareiorhaphis cerosus	VTO_0060149	NA	NA	NA
Pterygoplichthys parnaibae	VTO_0060418	NA	NA	NA
Pterygoplichthys weberi	VTO_0060419	NA	NA	NA
Otocinclus bororo	VTO_0060368	NA	NA	NA
Otocinclus sp. (Schaefer 1987)	VTO_0060369	NA	NA	NA
Pseudopimelodus sp. 2 (Shibatta 1991)	VTO_0059287	NA	NA	NA
Pseudobagarius fuscus	VTO_0061332	NA	NA	NA
Farlowella vittata	VTO_0060360	NA	NA	NA
Farlowella hahni	VTO_0060361	NA	NA	NA
Farlowella smithi	VTO_0060362	NA	NA	NA
Pseudobagarius subtilis	VTO_0061333	NA	NA	NA
Otocinclus mariae	VTO_0060364	NA	NA	NA
Otocinclus macrospilus	VTO_0060365	NA	NA	NA
Otocinclus batmani	VTO_0060366	NA	NA	NA
Otocinclus caxarari	VTO_0060367	NA	NA	NA
Leptoglanis xenognathus	VTO_0035602	NA	NA	NA
Trichomycterus roigi	VTO_0061533	NA	NA	NA
Malapterurus occidentalis	VTO_0061276	NA	NA	NA
Trichomycterus taroba	VTO_0061510	NA	NA	NA
Eurycheilichthys pantherinus	VTO_0037030	510929	Eurycheilichthys pantherinus	78431
Eurycheilichthys limulus	VTO_0037031	510928	Eurycheilichthys limulus	78434
Glaridoglanis	VTO_0036525	278782	Glaridoglanis	314044
Bathybagrus	VTO_0035177	390419	Bathybagrus	531348
Glaridoglanis andersonii	VTO_0036526	278783	Glaridoglanis andersonii	785877
Sarcoglanis	VTO_0036521	648146	Sarcoglanis	11527
Microlepidogaster	VTO_0037039	510790	Microlepidogaster	949994
Sisoridae	VTO_0036523	30995	Sisoridae	967337
Sarcoglanis simplex	VTO_0036522	648147	Sarcoglanis simplex	11525
Pangasius kunyit	VTO_0060708	NA	NA	NA
Pangasius elongatus	VTO_0060709	NA	NA	NA
Corydoras potaroensis	VTO_0035267	NA	NA	NA
Astroblepus simonsii	VTO_0060702	NA	NA	NA
Astroblepus latidens	VTO_0060703	NA	NA	NA
Astroblepus frenatus	VTO_0060700	NA	NA	NA
Astroblepus eigenmanni	VTO_0060701	NA	NA	NA
Pangasius djambal	VTO_0060706	NA	NA	NA
Pangasius mekongensis	VTO_0060707	NA	NA	NA
Sinopangasius	VTO_0060704	NA	NA	NA
Sinopangasius semicultratus	VTO_0060705	NA	NA	NA
Imparfinis microps	VTO_0060990	NA	NA	NA
Rhamdioglanis transfasciatus	VTO_0060962	NA	NA	NA
Heptapterus bleekeri	VTO_0060963	NA	NA	NA
Rhamdioglanis	VTO_0060960	NA	NA	NA
Rhamdioglanis frenatus	VTO_0060961	NA	NA	NA
Heptapterus stewarti	VTO_0060966	NA	NA	NA
Heptapterus tapanahoniensis	VTO_0060967	NA	NA	NA
Heptapterus mustelinus	VTO_0060964	NA	NA	NA
Heptapterus ornaticeps	VTO_0060965	NA	NA	NA
Heptapterus fissipinnis	VTO_0060968	NA	NA	NA
Heptapterus multiradiatus	VTO_0060969	NA	NA	NA
Chaetostoma brevilabiatum	VTO_0060011	NA	NA	NA
Pseudacanthicus spinosus	VTO_0037328	52095	Pseudacanthicus spinosus	188617
Pseudacanthicus leopardus	VTO_0037329	510775	Pseudacanthicus leopardus	696185
Pimelodella cyanostigma	VTO_0060847	NA	NA	NA
Lasiancistrus schomburgkii	VTO_0037321	1137584	Lasiancistrus schomburgkii	242548
Leporacanthicus	VTO_0037323	281761	Leporacanthicus	977151
Leporacanthicus heterodon	VTO_0037324	281762	Leporacanthicus heterodon	977140
Leporacanthicus triactis	VTO_0037325	337638	Leporacanthicus triactis	566336
Pseudacanthicus	VTO_0037326	52094	Pseudacanthicus	188620
Trachelyichthys n. sp 1 (Royero 1999)	VTO_0060568	NA	NA	NA
Trachelyichthys n. sp. 2 (Royero 1999)	VTO_0060569	NA	NA	NA
Trachelyichthys exilis	VTO_0060566	NA	NA	NA
Trachelyichthys decaradiatus	VTO_0060567	NA	NA	NA
Auchenipterichthys sp. (de Pinna 1993)	VTO_0060564	NA	NA	NA
Trachelyichthys	VTO_0060565	NA	NA	NA
Auchenipterichthys longimanus	VTO_0060562	NA	NA	NA
Auchenipterichthys punctatus	VTO_0060563	NA	NA	NA
Glanidium catharinensis	VTO_0060560	NA	NA	NA
Auchenipterichthys coracoideus	VTO_0060561	NA	NA	NA
Cetopsis parma	VTO_0060610	NA	NA	NA
Cetopsis umbrosa	VTO_0060611	NA	NA	NA
Corydoras sipaliwini	VTO_0061388	NA	NA	NA
Cetopsis oliveirai	VTO_0060613	NA	NA	NA
Cetopsis motatanensis	VTO_0060614	NA	NA	NA
Cetopsis baudoensis	VTO_0060615	NA	NA	NA
Cetopsis pearsoni	VTO_0060616	NA	NA	NA
Farlowella sp. (Britto 2003)	VTO_0060345	NA	NA	NA
Tetracamphilius clandestinus	VTO_0061226	NA	NA	NA
Clariallabes brevibarbis	VTO_0059649	NA	NA	NA
Cetopsidium sp. (de Pinna, Ferraris and Vari 2007)	VTO_0060626	NA	NA	NA
Arius dispar	VTO_0035811	NA	NA	NA
Corydoras treitlii	VTO_0035340	NA	NA	NA
Pimelodella chagresi	VTO_0035617	71257	Pimelodella chagresi	957297
Heptapteridae	VTO_0035614	337659	Heptapteridae	618300
Pimelodella	VTO_0035615	71256	Pimelodella	957296
Corydoras undulatus	VTO_0035344	NA	NA	NA
Amphilius rheophilus	VTO_0035613	NA	NA	NA
Amphilius atesuensis	VTO_0035610	NA	NA	NA
Corydoras zygatus	VTO_0035347	NA	NA	NA
Corydoras agassizii	VTO_0035266	NA	NA	NA
Astroblepus taczanowskii	VTO_0060646	NA	NA	NA
Pimelodella laticeps	VTO_0035618	NA	NA	NA
Pimelodella cristata	VTO_0035619	157060	Pimelodella cristata	1090792
Rineloricaria maquinensis	VTO_0059820	NA	NA	NA
Clariallabes platyprosopos	VTO_0059641	NA	NA	NA
Synodontis khartoumensis	VTO_0061846	NA	NA	NA
Euchilichthys sp. A (Vigliotta 2008)	VTO_0061847	NA	NA	NA
Synodontis flavitaeniata	VTO_0061844	392957	Synodontis flavitaeniatus	56133
Synodontis tessmanni	VTO_0061845	NA	NA	NA
Synodontis gobroni	VTO_0061842	NA	NA	NA
Synodontis pardalis	VTO_0061843	NA	NA	NA
Synodontis ansorgii	VTO_0061840	NA	NA	NA
Synodontis fuelleborni	VTO_0061841	NA	NA	NA
Euchilichthys royauxi	VTO_0061848	NA	NA	NA
Euchilichthys sp. C (Vigliotta 2008)	VTO_0061849	NA	NA	NA
Ancistrus maculatus	VTO_0059935	NA	NA	NA
Ancistrus spinosus	VTO_0059934	NA	NA	NA
Dinotopterus cunningtoni	VTO_0035508	310919	Dinotopterus cunningtoni	896089
Tanganikallabes	VTO_0035509	310916	Tanganikallabes	896085
Ancistrus reisi	VTO_0059931	NA	NA	NA
Ancistrus heterorhynchus	VTO_0059930	NA	NA	NA
Ancistrus occidentalis	VTO_0059933	NA	NA	NA
Ancistrus bodenhameri	VTO_0059932	NA	NA	NA
Gymnallabes	VTO_0035503	310928	Gymnallabes	370871
Dolichallabes microphthalmus	VTO_0035500	NA	NA	NA
Parotocinclus eppleyi	VTO_0037019	510773	Parotocinclus eppleyi	696174
Platyallabes tihoni	VTO_0035506	1138289	Platyallabes tihoni	238935
Dinotopterus	VTO_0035507	310918	Dinotopterus	896088
Gymnallabes typus	VTO_0035504	310929	Gymnallabes typus	370870
Platyallabes	VTO_0035505	NA	NA	NA
Corydoras noelkempffi	VTO_0061398	NA	NA	NA
Hypostomus gymnorhynchus	VTO_0036859	168219	Hypostomus gymnorhynchus	130894
Hypostomus luetkeni	VTO_0036858	168218	Hypostomus luetkeni	130892
Pinniwallago kanpurensis	VTO_0061938	NA	NA	NA
Silurus duanensis	VTO_0061939	NA	NA	NA
Chiloglanis swierstrai	VTO_0061932	NA	NA	NA
Chiloglanis sp. F (Vigliotta 2008)	VTO_0061933	NA	NA	NA
Chiloglanis brevibarbis	VTO_0061930	NA	NA	NA
Chiloglanis deckenii	VTO_0061931	NA	NA	NA
Chiloglanis sp. B (Vigliotta 2008)	VTO_0061936	NA	NA	NA
Pinniwallago	VTO_0061937	NA	NA	NA
Chiloglanis niger	VTO_0061934	NA	NA	NA
Chiloglanis benuensis	VTO_0061935	NA	NA	NA
Xyliphius anachoretes	VTO_0059333	NA	NA	NA
Anduzedoras oxyrhynchus	VTO_0036679	238621	Anduzedoras oxyrhynchus	267803
Xyliphius lombarderoi	VTO_0059331	NA	NA	NA
Batasio	VTO_0035185	337693	Batasio	787741
Xyliphius lepturus	VTO_0059337	NA	NA	NA
Leiocassis macropterus	VTO_0059488	NA	NA	NA
Xyliphius kryptos	VTO_0059335	NA	NA	NA
Corymbophanes kaiei	VTO_0036854	NA	NA	NA
Mystus amemiyai	VTO_0059485	NA	NA	NA
Mystus impluviatus	VTO_0059484	NA	NA	NA
Ernstichthys	VTO_0059339	NA	NA	NA
Notoglanidium thomasi	VTO_0061441	NA	NA	NA
Parauchenoglanis buettikoferi	VTO_0061446	NA	NA	NA
Parauchenoglanis loennbergi	VTO_0061447	NA	NA	NA
Mystus guilio	VTO_0059483	NA	NA	NA
Parauchenoglanis punctatus	VTO_0061445	NA	NA	NA
Rineloricaria sanga	VTO_0059809	NA	NA	NA
Rineloricaria maacki	VTO_0059808	NA	NA	NA
Listrura camposi	VTO_0061710	NA	NA	NA
Listrura boticario	VTO_0061711	NA	NA	NA
Stauroglanis gouldingi	VTO_0061716	NA	NA	NA
Ochmacanthus batrachostomus	VTO_0061717	NA	NA	NA
Occidentarius	VTO_0035768	NA	NA	NA
Stauroglanis	VTO_0061715	NA	NA	NA
Rineloricaria hoehnei	VTO_0059801	NA	NA	NA
Rineloricaria heteroptera	VTO_0059800	NA	NA	NA
Carlarius	VTO_0035764	591312	Carlarius	992732
Carlarius heudelotii	VTO_0035765	593563	Carlarius heudelotii	626359
Rineloricaria nigricauda	VTO_0059805	NA	NA	NA
Rineloricaria longicauda	VTO_0059804	NA	NA	NA
Rineloricaria anitae	VTO_0059807	NA	NA	NA
Ketengus	VTO_0035761	337776	Ketengus	3623446
Auchenoglanis	VTO_0035169	390417	Auchenoglanis	531346
Leiocassis micropogon	VTO_0035161	337770	Leiocassis micropogon	494916
Leiocassis crassilabris	VTO_0035163	175786	Pseudobagrus crassilabris	3623719
Pseudobagarius kyphus	VTO_0061337	NA	NA	NA
Leiocassis poecilopterus	VTO_0035165	390463	Leiocassis poecilopterus	61488
Anaspidoglanis	VTO_0035167	390415	Anaspidoglanis	531344
Glyptothorax garhwali	VTO_0036543	519550	Glyptothorax garhwali	580561
Homodiaetus banguela	VTO_0061663	NA	NA	NA
Trichomycterus yuska	VTO_0061628	NA	NA	NA
Trichomycterus latidens	VTO_0061629	NA	NA	NA
Trichomycterus megantoni	VTO_0061626	NA	NA	NA
Trichomycterus castroi	VTO_0061627	NA	NA	NA
Trichomycterus unicolor	VTO_0061624	NA	NA	NA
Trichomycterus crassicaudatus	VTO_0061625	NA	NA	NA
Trichomycterus nigromaculatus	VTO_0061622	NA	NA	NA
Trichomycterus paquequerense	VTO_0061623	NA	NA	NA
Trichomycterus tenuis	VTO_0061620	NA	NA	NA
Trichomycterus belensis	VTO_0061621	NA	NA	NA
Megalodoras	VTO_0036666	238570	Megalodoras	623738
Rhinelepis	VTO_0036843	NA	NA	NA
Anadoras	VTO_0036664	238568	Anadoras	102008
Anadoras grypus	VTO_0036665	238569	Anadoras grypus	102009
Franciscodoras	VTO_0036662	NA	NA	NA
Isorineloricaria	VTO_0036847	164002	Isorineloricaria	698178
Physopyxis	VTO_0036660	238566	Physopyxis	102000
Pseudorinelepis	VTO_0036845	338095	Pseudorinelepis	452264
Isorineloricaria spinosissima	VTO_0036848	164003	Isorineloricaria spinosissima	698175
Squaliforma	VTO_0036849	503177	Squaliforma	969145
Leptodoras	VTO_0036668	238618	Leptodoras	892415
Leptodoras praelongus	VTO_0036669	238627	Leptodoras praelongus	267798
Pseudecheneis longipectoralis	VTO_0061154	NA	NA	NA
Pseudecheneis stenura	VTO_0061155	NA	NA	NA
Pseudecheneis sulcatoides	VTO_0061156	NA	NA	NA
Pseudecheneis suppaetula	VTO_0061157	NA	NA	NA
Pseudecheneis tchangi	VTO_0061150	NA	NA	NA
Pseudecheneis serracula	VTO_0061151	NA	NA	NA
Pseudecheneis sirenica	VTO_0061152	NA	NA	NA
Pseudecheneis eddsi	VTO_0061153	NA	NA	NA
Glyptothorax ngapang	VTO_0036548	602009	Glyptothorax ngapang	614744
Pseudecheneis sympelvica	VTO_0061158	NA	NA	NA
Pseudecheneis brachyurus	VTO_0061159	NA	NA	NA
Oxyropsis acutirostra	VTO_0036998	571750	Oxyropsis acutirostra	1076720
Oxyropsis carinata	VTO_0036999	337538	Oxyropsis carinata	536084
Otothyris	VTO_0036994	510792	Otothyris	949997
Otothyris juquiae	VTO_0036995	510793	Otothyris juquiae	949998
Otothyris travassosi	VTO_0036996	571748	Otothyris travassosi	549971
Oxyropsis	VTO_0036997	337537	Oxyropsis	536089
Otocinclus arnoldi	VTO_0036990	755210	Otocinclus arnoldi	480341
Otocinclus vestitus	VTO_0036992	337778	Otocinclus vestitus	783829
Otocinclus hoppei	VTO_0036993	510924	Otocinclus hoppei	466539
Synodontis rukwaensis	VTO_0061767	NA	NA	NA
Phractocephalus acreornatus	VTO_9030538	NA	NA	NA
Neotropius	VTO_0036204	NA	NA	NA
Neotropius atherinoides	VTO_0036205	1227137	Neotropius atherinoides	544425
Clupisoma	VTO_0036206	555718	Clupisoma	812583
Clupisoma sinense	VTO_0036207	796018	Clupisoma sinense	670994
Schilbe mystus	VTO_0036200	69930	Schilbe mystus	1016850
Clupisoma garua	VTO_0036208	555719	Clupisoma garua	812575
Clupisoma prateri	VTO_0036209	NA	NA	NA
Parailia pellucida	VTO_0036194	1027353	Parailia pellucida	415375
Parailia congica	VTO_0036196	409307	Parailia congica	874761
Schilbe	VTO_0036197	42507	Schilbe	76039
Pseudeutropius mitchelli	VTO_0036190	575558	Pseudeutropius mitchelli	184768
Parailia	VTO_0036193	390898	Parailia	1027813
Schilbe intermedius	VTO_0036198	101512	Schilbe intermedius	877784
Corydoras aeneus	VTO_0035385	245769	Corydoras aeneus	841718
Trichomycterus striatus	VTO_0061520	NA	NA	NA
Rhamdia quelen	VTO_0036338	162147	Rhamdia quelen	730419
Rhamdia nicaraguensis	VTO_0036339	162146	Rhamdia nicaraguensis	730416
Apistoloricaria ommation	VTO_0037137	510787	Apistoloricaria ommation	373900
Apistoloricaria	VTO_0037136	510786	Apistoloricaria	373902
Harttiella crassicauda	VTO_0037131	1137730	Harttiella crassicauda	1011043
Helicophagus	VTO_0036448	337760	Helicophagus	1071074
Helicophagus typus	VTO_0036449	NA	NA	NA
Pangasius sanitwongsei	VTO_0036446	365581	Pangasius sanitwongsei	334558
Phractocephalus	VTO_0036331	221418	Phractocephalus	186916
Phractocephalus hemioliopterus	VTO_0036332	221419	Phractocephalus hemioliopterus	186917
Rhamdia	VTO_0036333	55672	Rhamdia	218153
Loricariichthys anus	VTO_0037139	1204594	Loricariichthys anus	251620
Loricariichthys	VTO_0037138	503149	Loricariichthys	11358
Pangasius conchophilus	VTO_0036441	337735	Pangasius conchophilus	394013
Orinocodoras eigenmanni	VTO_0036688	157064	Orinocodoras eigenmanni	1090782
Doraops	VTO_0036689	238592	Doraops	571693
Trachelyopterus fisheri	VTO_0060515	NA	NA	NA
Lithodoras	VTO_0036680	238573	Lithodoras	623732
Lithodoras dorsalis	VTO_0036681	238574	Lithodoras dorsalis	623743
Centrodoras	VTO_0036682	238575	Centrodoras	623742
Platydoras	VTO_0036684	238577	Platydoras	623740
Platydoras costatus	VTO_0036686	238578	Platydoras costatus	623745
Orinocodoras	VTO_0036687	157063	Orinocodoras	1090783
Hypostomus hemiurus	VTO_0060175	NA	NA	NA
Hypostomus carvalhoi	VTO_0060174	NA	NA	NA
Hypostomus laplatae	VTO_0060177	NA	NA	NA
Hypostomus sp. (Schaefer 1990)	VTO_0060176	NA	NA	NA
Hypostomus paucipunctatus	VTO_0060171	NA	NA	NA
Hypostomus saramaccensis	VTO_0060170	NA	NA	NA
Hypostomus commersonoides	VTO_0060173	NA	NA	NA
Hypostomus argus	VTO_0060172	NA	NA	NA
Corydoras araguaiaensis	VTO_0035387	NA	NA	NA
Hypostomus niceforoi	VTO_0060179	NA	NA	NA
Hypostomus macrophthalmus	VTO_0060178	NA	NA	NA
Paracetopsis esmeraldas	VTO_0060603	NA	NA	NA
Paracetopsis bleekeri	VTO_0060602	NA	NA	NA
Paracetopsis atahualpa	VTO_0060601	NA	NA	NA
Paracetopsis	VTO_0060600	NA	NA	NA
Cetopsis montana	VTO_0060607	NA	NA	NA
Cetopsis sarcodes	VTO_0060606	NA	NA	NA
Cetopsis sandrae	VTO_0060605	NA	NA	NA
Cetopsis othonops	VTO_0060604	NA	NA	NA
Farlowella paraguayensis	VTO_0060355	NA	NA	NA
Farlowella odontotumulus	VTO_0060354	NA	NA	NA
Cetopsis caiapo	VTO_0060609	NA	NA	NA
Cetopsis arcana	VTO_0060608	NA	NA	NA
Farlowella reticulata	VTO_0060351	NA	NA	NA
Farlowella platoryncus	VTO_0060350	NA	NA	NA
Farlowella colombiensis	VTO_0060353	NA	NA	NA
Farlowella taphorni	VTO_0060352	NA	NA	NA
Acestridium martini	VTO_0037009	510785	Acestridium martini	373903
Acestridium scutatum	VTO_0037008	510800	Acestridium scutatum	108974
Schizolecis	VTO_0037001	510796	Schizolecis	950002
Oxyropsis wrightiana	VTO_0037000	NA	NA	NA
Lampiella	VTO_0037003	NA	NA	NA
Schizolecis guntheri	VTO_0037002	510797	Schizolecis guntheri	950003
Acestridium	VTO_0037005	510784	Acestridium	373905
Lampiella gibbosa	VTO_0037004	NA	NA	NA
Acestridium gymnogaster	VTO_0037007	510799	Acestridium gymnogaster	950009
Acestridium discus	VTO_0037006	571734	Acestridium discus	925559
Euchiloglanis kishinouyei	VTO_0036532	221676	Euchiloglanis kishinouyei	93062
Euchiloglanis davidi	VTO_0036533	175776	Euchiloglanis davidi	538060
Euchiloglanis	VTO_0036531	175775	Euchiloglanis	454714
Pseudecheneis	VTO_0036536	205341	Pseudecheneis	677783
Pseudecheneis sulcata	VTO_0036537	385307	Pseudecheneis sulcata	343441
Pseudexostoma	VTO_0036534	175783	Pseudexostoma	777631
Squaliforma annae	VTO_0060288	NA	NA	NA
Squaliforma tenuicauda	VTO_0060287	NA	NA	NA
Squaliforma gomesi	VTO_0060286	NA	NA	NA
Squaliforma biseriata	VTO_0060285	NA	NA	NA
Myersglanis	VTO_0036539	400084	Myersglanis	96820
Squaliforma scopularia	VTO_0060283	NA	NA	NA
Squaliforma tenuis	VTO_0060282	NA	NA	NA
Squaliforma virescens	VTO_0060281	NA	NA	NA
Squaliforma horrida	VTO_0060280	NA	NA	NA
Hassar affinis	VTO_0060779	NA	NA	NA
Hassar wilderi	VTO_0060778	NA	NA	NA
Hassar orestis	VTO_0060777	NA	NA	NA
Scorpiodoras heckelii	VTO_0060776	NA	NA	NA
Scorpiodoras	VTO_0060775	NA	NA	NA
Anadoras insculptus	VTO_0060774	NA	NA	NA
Anadoras weddellii	VTO_0060773	NA	NA	NA
Anadoras regani	VTO_0060772	NA	NA	NA
Rhynchodoras castilloi	VTO_0060771	NA	NA	NA
Rhynchodoras xingui	VTO_0060770	NA	NA	NA
Trichomycterus guaraquessaba	VTO_0061524	NA	NA	NA
Chasmocranus rosae	VTO_0060917	NA	NA	NA
Chasmocranus brachynemus	VTO_0060916	NA	NA	NA
Chasmocranus lopezi	VTO_0060915	NA	NA	NA
Chasmocranus surinamensis	VTO_0060914	NA	NA	NA
Chasmocranus chimantanus	VTO_0060913	NA	NA	NA
Atopochilus vogti	VTO_0061871	NA	NA	NA
Rhamdia humilis	VTO_0060911	NA	NA	NA
Rhamdia poeyi	VTO_0060910	NA	NA	NA
Atopochilus pachychilus	VTO_0061870	NA	NA	NA
Panaque nigrolineatus	VTO_0037263	337757	Panaque nigrolineatus	248056
Chasmocranus quadrizonatus	VTO_0060919	NA	NA	NA
Chasmocranus truncatorostris	VTO_0060918	NA	NA	NA
Lasiancistrus tentaculatus	VTO_0037319	NA	NA	NA
Lasiancistrus heteracanthus	VTO_0037318	1137581	Lasiancistrus heteracanthus	1018743
Lasiancistrus saetiger	VTO_0037316	NA	NA	NA
Baryancistrus	VTO_0037311	281759	Baryancistrus	820651
Pseudancistrus brevispinis	VTO_0037310	611710	Pseudancistrus brevispinis	377643
Lasiancistrus	VTO_0037313	337788	Lasiancistrus	818739
Gelanoglanis stroudi	VTO_0060593	NA	NA	NA
Gelanoglanis tracieso	VTO_0060592	NA	NA	NA
Gelanoglanis nanonocticolus	VTO_0060591	NA	NA	NA
Gelanoglanis	VTO_0060590	NA	NA	NA
Liobagrus cf. marginatus (Mo 1991)	VTO_0060597	NA	NA	NA
Liosomadoras oncinus	VTO_0060596	NA	NA	NA
Asterophysus batrachus	VTO_0060595	NA	NA	NA
Asterophysus	VTO_0060594	NA	NA	NA
Corydoras punctatus	VTO_0061402	NA	NA	NA
Liobagrus formosanus	VTO_0060599	NA	NA	NA
Liobagrus nantoensis	VTO_0060598	NA	NA	NA
Psammphiletria nasuta	VTO_0061216	NA	NA	NA
Corydoras julii	VTO_0035309	NA	NA	NA
Amblyceps arunchalensis	VTO_0035585	NA	NA	NA
Rineloricaria melini	VTO_0059851	NA	NA	NA
Pimelodella eigenmanni	VTO_0060829	NA	NA	NA
Pimelodella mucosa	VTO_0060828	NA	NA	NA
Pimelodella procera	VTO_0060823	NA	NA	NA
Pimelodella cruxenti	VTO_0060822	NA	NA	NA
Pimelodella parva	VTO_0060821	NA	NA	NA
Pimelodella rudolphi	VTO_0060820	NA	NA	NA
Pimelodella dorseyi	VTO_0060827	NA	NA	NA
Pimelodella rendahli	VTO_0060826	NA	NA	NA
Pimelodella leptosoma	VTO_0060825	NA	NA	NA
Pimelodella griffini	VTO_0060824	NA	NA	NA
Ituglanis	VTO_0061664	NA	NA	NA
Pseudancistrus orinoco	VTO_0037305	1137594	Pseudancistrus orinoco	817347
Corydoras microcephalus	VTO_0061408	NA	NA	NA
Corydoras sp. (de Pinna 1993)	VTO_0061409	NA	NA	NA
Pseudotothyris sp. (Schaefer 1991)	VTO_0060068	NA	NA	NA
Microglanis aff. iberingi (Shibatta 1998)	VTO_0059298	NA	NA	NA
Corydoras solox	VTO_0035371	NA	NA	NA
Microglanis poecilus	VTO_0059299	NA	NA	NA
Synodontis nigromaculata	VTO_0036757	392942	Synodontis nigromaculata	577014
Lophiosilurus alexandri	VTO_0035072	490146	Lophiosilurus alexandri	498407
Hypostomus scaphyceps	VTO_0060228	NA	NA	NA
Belodontichthys dinema	VTO_0061990	NA	NA	NA
Clarias brachysoma	VTO_0059676	NA	NA	NA
Synodontis zambezensis	VTO_0036754	392941	Synodontis zambezensis	577005
Hoplosternum littorale	VTO_0035433	114109	Hoplosternum littorale	64003
Sorubim elongatus	VTO_0036360	NA	NA	NA
Trichomycterus florense	VTO_0061543	NA	NA	NA
Trichomycterus goeldii	VTO_0061542	NA	NA	NA
Trichomycterus borellii	VTO_0061541	NA	NA	NA
Trichomycterus paolence	VTO_0061540	NA	NA	NA
Chiloglanis productus	VTO_0061899	NA	NA	NA
Trichomycterus stawiarski	VTO_0061546	NA	NA	NA
Amblyceps mangois	VTO_0035579	337634	Amblyceps mangois	566361
Amblyceps	VTO_0035578	337633	Amblyceps	566350
Liobagrus marginatoides	VTO_0035577	262080	Liobagrus marginatoides	904307
Liobagrus kingi	VTO_0035576	262081	Liobagrus kingi	1029235
Liobagrus andersoni	VTO_0035575	329968	Liobagrus andersoni	671072
Chiloglanis sp. G (Vigliotta 2008)	VTO_0061896	NA	NA	NA
Liobagrus nigricauda	VTO_0035573	NA	NA	NA
Chiloglanis mbozi	VTO_0061890	NA	NA	NA
Chiloglanis niloticus	VTO_0061893	NA	NA	NA
Chiloglanis harbinger	VTO_0061892	NA	NA	NA
Agamyxis pectinifrons	VTO_0036706	238586	Agamyxis pectinifrons	50909
Imparfinis cochabambae	VTO_0060997	NA	NA	NA
Microglanis eurystoma	VTO_0059296	NA	NA	NA
Genus sp. 1 (Royero 1999)	VTO_0060589	NA	NA	NA
Cetopsis coecutiens	VTO_0035468	380990	Cetopsis coecutiens	650090
Chrysichthys aluuensis	VTO_0059225	NA	NA	NA
