ottid	number_of_vto_mappings_from_data_file
ott3622429	1
ott4138572	1
ott946863	1
ott346677	1
ott3621870	1
ott3624189	1
ott215094	1
ott903466	1
ott650081	1
ott577010	1
ott679867	1
ott165958	1
ott577014	1
ott650088	1
ott3623307	1
ott3622312	1
ott3622313	1
ott3622310	1
ott3622311	1
ott3622316	1
ott3622317	1
ott3622314	1
ott486481	1
ott3623239	1
ott3622318	1
ott1053633	0
ott3623265	1
ott3623264	1
ott3623267	1
ott3623266	1
ott3623261	1
ott4138570	1
ott641177	1
ott3623262	1
ott992738	1
ott250296	1
ott3621759	1
ott3621758	1
ott885225	1
ott885227	1
ott885221	1
ott542349	1
ott885223	1
ott50919	1
ott23762	1
ott885229	1
ott664989	0
ott50910	1
ott50911	1
ott6141852	0
ott6141853	0
ott817351	0
ott6141856	0
ott6141857	0
ott6141854	0
ott6141855	0
ott3623176	1
ott6141858	0
ott6141859	0
ott125505	1
ott3622379	0
ott3622037	1
ott3622226	1
ott3622227	1
ott3622224	1
ott3622225	1
ott3622222	1
ott3622223	1
ott3622220	1
ott3622221	1
ott3623311	1
ott3623310	1
ott3623313	1
ott406942	1
ott3623315	1
ott3623314	1
ott3622228	1
ott3622229	1
ott3623917	1
ott3623916	1
ott3623915	1
ott3623913	0
ott3623912	1
ott3623911	1
ott5557360	0
ott5557361	0
ott261882	1
ott5557364	0
ott3623919	1
ott3623918	1
ott894761	0
ott4138498	1
ott4138499	1
ott4138494	1
ott4138495	1
ott4138496	1
ott4138497	1
ott650422	1
ott650420	1
ott343758	1
ott166740	1
ott3624287	1
ott3622017	1
ott431091	1
ott3622138	1
ott3622139	1
ott431094	1
ott4138548	0
ott4138549	0
ott3622132	1
ott3622133	0
ott3622130	1
ott3622131	1
ott3622136	1
ott3622137	1
ott3622134	1
ott3622135	1
ott3623589	1
ott3624129	1
ott3624128	1
ott3622538	1
ott3624123	1
ott3621838	1
ott3624121	1
ott3624120	1
ott3624127	1
ott3624126	1
ott3624125	1
ott3624124	1
ott50101	0
ott5223794	0
ott5223793	0
ott5223792	0
ott5223791	0
ott5223790	0
ott244025	0
ott158149	0
ott763069	1
ott3621743	1
ott3622423	1
ott6315	1
ott1037393	0
ott575783	1
ott216143	0
ott705407	1
ott3622794	1
ott524009	1
ott1037395	0
ott216141	1
ott3623868	1
ott3623867	1
ott3623866	1
ott3623865	1
ott3623864	1
ott3623863	1
ott3623862	1
ott3623861	1
ott3623860	1
ott122081	1
ott5925283	0
ott122083	0
ott5925281	0
ott5925286	0
ott122084	1
ott122087	1
ott1037399	0
ott122089	1
ott3624016	1
ott5925288	0
ott3622791	1
ott3624013	1
ott3624012	1
ott3624011	1
ott3621991	1
ott500619	0
ott4138578	0
ott3624269	1
ott24373	1
ott5839203	0
ott713116	1
ott614744	1
ott696178	1
ott958187	1
ott747407	1
ott142565	1
ott148426	0
ott736214	0
ott593487	1
ott5846132	0
ott875477	1
ott3622798	1
ott3622799	1
ott3622796	1
ott3622797	1
ott216140	0
ott3622795	1
ott3622792	1
ott3622793	1
ott3622790	1
ott216145	1
ott696173	0
ott3623299	1
ott3623813	0
ott736213	0
ott3623169	1
ott3623463	1
ott3623462	1
ott3623461	0
ott3623460	1
ott3624307	1
ott3623466	1
ott5846068	0
ott5846069	0
ott5846066	0
ott5846067	0
ott5846064	0
ott5846065	0
ott5846062	0
ott5846063	0
ott5846060	0
ott696176	1
ott629045	1
ott5223778	0
ott758758	1
ott6225	1
ott3623546	1
ott6141905	0
ott5223771	0
ott5223770	0
ott5223773	0
ott3623815	1
ott5223775	0
ott3623937	1
ott5223777	0
ott5223776	0
ott5223768	0
ott3624303	1
ott3624302	1
ott3624135	1
ott52809	1
ott64003	1
ott3624301	1
ott3623289	0
ott315256	1
ott315257	1
ott119579	1
ott315253	1
ott119577	1
ott3623467	1
ott119575	1
ott119574	1
ott119573	1
ott5223769	0
ott119571	1
ott119570	1
ott257502	0
ott3623465	1
ott3621757	1
ott3623464	1
ott3624062	1
ott296239	0
ott3624063	1
ott1001875	1
ott3623469	0
ott6141837	0
ott3624308	1
ott4138519	0
ott3621756	1
ott3624066	1
ott698182	1
ott1093726	1
ott3623071	0
ott3623072	1
ott3623073	1
ott3623074	1
ott3623075	1
ott3623076	1
ott3623077	1
ott3623079	1
ott5846061	0
ott3623672	1
ott3623673	1
ott3623670	1
ott3623671	1
ott3623676	2
ott3623677	1
ott3623674	1
ott3623675	1
ott875490	1
ott3623678	1
ott3623679	1
ott875495	1
ott1020687	1
ott291080	0
ott130894	1
ott3623377	1
ott3621818	1
ott3621819	1
ott3621814	1
ott3621815	1
ott3621816	1
ott1094981	1
ott261881	0
ott3621811	1
ott3621812	1
ott3621813	1
ott6141719	0
ott6141718	0
ott1078507	1
ott6141711	0
ott6141710	0
ott6141713	0
ott6141712	0
ott6141715	0
ott6141714	0
ott6141717	0
ott6141716	0
ott3622419	1
ott3622418	1
ott3622415	1
ott3622414	1
ott3622417	1
ott3622416	1
ott3622411	1
ott3622413	1
ott839745	1
ott370868	1
ott5223772	0
ott3623059	1
ott839744	0
ott4138563	1
ott370866	1
ott370867	1
ott370864	1
ott370865	1
ott448077	1
ott3623787	1
ott1076724	0
ott343441	1
ott1076722	1
ott3623783	1
ott1076720	1
ott3623781	1
ott142560	1
ott678002	1
ott369948	0
ott3623788	1
ott3623789	1
ott1018654	0
ott3623283	1
ott914733	1
ott828	1
ott5555207	0
ott757402	1
ott444259	1
ott935993	1
ott650093	0
ott650090	1
ott475451	1
ott194925	1
ott488875	1
ott871811	0
ott3622300	1
ott3622303	1
ott3622302	1
ott3622305	1
ott3622304	1
ott3622307	1
ott3622306	1
ott3622309	1
ott3622308	1
ott3623252	1
ott3623253	1
ott3623254	1
ott3623255	1
ott3623256	1
ott3623257	1
ott1018972	1
ott3623098	1
ott3623099	0
ott267133	1
ott3624019	1
ott719764	1
ott3623093	0
ott3623091	1
ott3623096	0
ott3623097	1
ott3623094	1
ott9890	1
ott885236	1
ott343324	1
ott885234	1
ott618288	1
ott3623817	1
ott23759	2
ott50909	1
ott50908	1
ott4949452	0
ott56579	1
ott6141841	0
ott6141840	0
ott6141843	0
ott3622441	1
ott3621788	1
ott3621789	0
ott6141847	0
ott6141846	0
ott3621784	1
ott3621785	1
ott3621786	1
ott125511	2
ott3621780	1
ott3621781	1
ott3621782	1
ott3621783	1
ott456201	1
ott317867	1
ott317866	0
ott317869	1
ott3622015	1
ott274284	0
ott3622445	1
ott261879	1
ott3622014	1
ott5557366	1
ott3622234	1
ott3622237	1
ott3622236	1
ott3622231	1
ott3622230	1
ott3622233	1
ott3622232	1
ott1087490	1
ott3623326	1
ott3623327	1
ott3623320	1
ott3622238	1
ott3623322	1
ott144220	1
ott144222	1
ott536088	1
ott144224	1
ott144226	1
ott536084	1
ott144228	1
ott6141876	0
ott536081	1
ott5557367	0
ott5557370	0
ott3622344	1
ott1085102	1
ott3621987	1
ott441079	1
ott130869	1
ott6141877	0
ott343766	1
ott645295	1
ott343762	1
ott120658	1
ott3622129	1
ott3622128	1
ott325272	1
ott4138558	0
ott3623595	1
ott640641	1
ott3622121	0
ott3622120	1
ott3622123	1
ott3622122	1
ott3622125	0
ott3622124	1
ott3622127	1
ott3622126	1
ott253325	0
ott319718	1
ott3624158	1
ott3624159	1
ott3624156	1
ott3624157	1
ott705239	0
ott3624155	1
ott3622346	1
ott3624153	1
ott3624150	1
ott3624151	1
ott113084	1
ott582530	0
ott3621741	1
ott704253	1
ott3623092	0
ott3624234	1
ott3624103	1
ott3624304	1
ott3624102	0
ott416211	0
ott983234	1
ott3624105	1
ott3624104	1
ott3623892	1
ott3623890	1
ott3623891	1
ott3623896	1
ott3623897	0
ott3623894	1
ott3623895	1
ott3622340	1
ott3623898	1
ott3623899	1
ott139643	1
ott461437	1
ott5925290	0
ott5925293	0
ott5925292	0
ott5925295	0
ott3624278	1
ott5925296	0
ott5925299	0
ott5925298	0
ott926781	1
ott334552	1
ott851188	1
ott1576	1
ott713102	1
ott1083796	2
ott469754	1
ott713106	1
ott851180	1
ott713104	1
ott3623985	1
ott796743	1
ott3621732	2
ott3623987	1
ott881364	1
ott3622789	1
ott3622788	1
ott3622785	1
ott3622784	1
ott3622787	1
ott3622786	1
ott3622781	1
ott3622780	1
ott3622783	1
ott3622782	1
ott652793	0
ott1094976	1
ott1094974	1
ott652797	0
ott652796	0
ott652795	0
ott484171	1
ott1013626	0
ott1043042	2
ott652799	0
ott652798	0
ott347452	1
ott3623416	1
ott3623417	0
ott231564	1
ott5846079	0
ott5846078	0
ott3623410	0
ott3623411	0
ott5846075	0
ott5846074	0
ott5846077	0
ott5846076	0
ott5846071	0
ott5846073	0
ott5846072	0
ott452261	0
ott452262	1
ott452265	0
ott433781	1
ott3622380	1
ott1037690	1
ott3623449	1
ott643608	1
ott643602	1
ott625714	0
ott643600	1
ott643607	0
ott643606	0
ott643605	0
ott818	1
ott11517	1
ott975717	1
ott3623528	1
ott3623529	1
ott949998	1
ott3623522	1
ott949995	1
ott3624200	1
ott3623521	0
ott3623526	0
ott3624207	1
ott3623524	0
ott3623525	0
ott3622039	1
ott498420	0
ott498423	1
ott491720	0
ott1020690	0
ott83466	1
ott410058	0
ott3621986	1
ott625716	1
ott584017	1
ott3623067	1
ott3623066	1
ott3623065	1
ott3623063	0
ott3623062	1
ott3623061	1
ott3621740	1
ott3623718	1
ott626359	1
ott842269	1
ott3623068	1
ott26067	0
ott26066	0
ott26065	0
ott26064	0
ott26063	0
ott26062	0
ott26061	0
ott26060	0
ott3623669	1
ott3623668	1
ott1020693	1
ott875481	0
ott383620	1
ott26068	0
ott3621803	1
ott3622217	1
ott377649	0
ott3621807	1
ott3621806	1
ott966843	0
ott3621804	1
ott377643	1
ott3621809	1
ott3621808	1
ott652774	1
ott652777	1
ott983838	1
ott6141728	0
ott6141729	0
ott376407	0
ott6141724	0
ott6141725	0
ott6141726	0
ott6141727	0
ott6141720	0
ott6141721	0
ott6141722	0
ott6141723	0
ott3622420	1
ott3622421	1
ott3622422	1
ott3622863	1
ott3622424	1
ott667514	1
ott3622426	0
ott3622427	1
ott3622428	1
ott3622864	1
ott777645	0
ott693120	1
ott61504	0
ott61502	1
ott3623344	1
ott1007924	1
ott228445	1
ott3623790	1
ott3623792	1
ott817998	1
ott415375	1
ott817339	1
ott545972	1
ott942907	0
ott1007920	1
ott3621744	1
ott3623221	1
ott475448	0
ott1007922	1
ott3623220	1
ott942902	1
ott5555217	0
ott3623223	1
ott871802	0
ott3623845	1
ott3622336	1
ott3622337	1
ott871806	0
ott871807	0
ott871804	0
ott5925269	0
ott3623248	0
ott3623246	1
ott871808	0
ott871809	0
ott267124	1
ott3622339	1
ott3623241	1
ott3623240	0
ott3623089	1
ott3623088	1
ott512361	1
ott992755	1
ott782163	1
ott3623080	1
ott3623082	1
ott3623085	1
ott875493	1
ott3623405	1
ott751686	1
ott671080	1
ott6141875	0
ott3621859	0
ott4138501	1
ott6141870	0
ott6141871	0
ott6141872	0
ott6141873	0
ott3621798	1
ott6141879	0
ott423872	0
ott873173	0
ott3622208	0
ott3622209	0
ott904307	1
ott3622200	1
ott3623849	1
ott3622202	1
ott3622203	1
ott3622204	1
ott3622205	0
ott3622206	0
ott3623848	1
ott3623333	0
ott975723	0
ott3623331	0
ott3623330	0
ott3623337	0
ott3623335	1
ott3623334	0
ott3623339	0
ott3623338	1
ott55613	1
ott3624035	1
ott144230	1
ott4138509	0
ott149644	1
ott987203	1
ott3623768	1
ott3624036	1
ott68406	1
ott3624031	1
ott3624030	1
ott343771	1
ott3623458	1
ott3621817	1
ott92600	0
ott5846136	1
ott3621810	1
ott5925304	0
ott652781	1
ott440095	1
ott1011050	0
ott3622118	1
ott3622119	1
ott4138566	1
ott4138567	1
ott3622114	1
ott3622115	1
ott3622116	1
ott3622117	1
ott3622110	1
ott3622111	1
ott3622112	1
ott3622113	1
ott3624342	1
ott876073	1
ott876071	1
ott253332	0
ott3624148	1
ott3624145	1
ott3624039	1
ott3624147	1
ott3624146	1
ott3624141	1
ott4138554	1
ott3624143	1
ott969324	1
ott261225	1
ott5839282	0
ott922478	2
ott739758	1
ott343449	1
ott4138552	0
ott825666	1
ott621631	0
ott983220	0
ott3621745	1
ott3624340	1
ott3623881	1
ott3623880	1
ott3623883	1
ott3623882	1
ott3623885	1
ott3623884	1
ott3623887	1
ott3623886	1
ott3623889	1
ott4138556	0
ott1043035	1
ott3623413	1
ott334566	1
ott791407	1
ott5839194	0
ott5839195	0
ott5839196	0
ott50524	1
ott469745	1
ott5839192	0
ott4138551	0
ott665000	1
ott665003	0
ott665002	1
ott851192	1
ott481643	1
ott481641	1
ott481645	1
ott922458	1
ott3623459	1
ott481648	1
ott957942	0
ott957943	1
ott957945	0
ott957947	1
ott876103	1
ott953421	1
ott96813	0
ott3622065	1
ott3622932	1
ott3622933	1
ott652786	0
ott652787	0
ott3622936	1
ott3622937	1
ott3622934	1
ott3622935	1
ott3622938	0
ott3622939	1
ott1031183	3
ott1013630	2
ott96814	1
ott3624017	1
ott5846041	0
ott5846042	0
ott5846043	0
ott3623401	0
ott571686	1
ott5846046	0
ott3622102	1
ott5846048	0
ott5846049	0
ott571688	1
ott651448	0
ott678763	1
ott4138574	1
ott5223757	0
ott5223756	0
ott5223755	0
ott5839262	0
ott5223759	0
ott5223758	0
ott460661	0
ott3624261	1
ott698175	2
ott398018	1
ott4138571	0
ott961397	1
ott643614	0
ott643615	0
ott643616	0
ott651449	0
ott643610	1
ott343941	1
ott3622684	1
ott3622685	1
ott3622686	1
ott3622687	1
ott636427	1
ott3622681	1
ott636425	1
ott3622683	2
ott255239	0
ott636429	1
ott3622688	1
ott3622689	1
ott3621727	1
ott698170	1
ott3623539	1
ott3624218	1
ott3622393	1
ott3623531	1
ott3624210	1
ott3624213	1
ott3622553	1
ott3624215	1
ott3623534	1
ott3624217	1
ott516685	1
ott101864	1
ott864853	1
ott6141923	0
ott130892	1
ott3623888	1
ott3624171	1
ott698179	1
ott1020726	1
ott564842	0
ott267803	1
ott267802	1
ott942885	1
ott267800	0
ott942883	1
ott267805	1
ott3623292	1
ott769705	1
ott3624264	1
ott942889	1
ott522099	0
ott605069	1
ott3623655	1
ott3622758	1
ott3622759	1
ott3623650	1
ott3623651	1
ott3623652	1
ott3623653	1
ott3622752	1
ott3622753	1
ott3622750	1
ott3622751	1
ott3622756	1
ott3622757	1
ott3622754	1
ott3622755	1
ott3621876	1
ott3621877	1
ott3621874	1
ott3621875	1
ott3621872	1
ott3621873	1
ott734370	2
ott3621871	1
ott652763	1
ott652766	1
ott3621878	0
ott3621879	1
ott6141733	0
ott6141732	0
ott6141731	0
ott6141730	0
ott6141737	0
ott6141736	0
ott6141735	0
ott6141734	0
ott664982	1
ott6141739	0
ott6141738	0
ott664985	1
ott3623956	1
ott3622437	1
ott3622436	1
ott3622435	0
ott3623565	1
ott3622433	1
ott3622432	1
ott3622431	1
ott3622430	1
ott666853	0
ott3623562	1
ott3622439	1
ott3623563	1
ott705761	0
ott3621747	1
ott3623560	1
ott728947	1
ott256923	1
ott261234	1
ott3621979	1
ott3621908	1
ott3621909	1
ott3624267	1
ott3621902	1
ott3621903	1
ott3621900	1
ott3621901	1
ott3621906	1
ott3621907	1
ott3621904	1
ott3621905	1
ott4949441	0
ott704248	1
ott3621978	1
ott713091	1
ott3622329	1
ott3622328	1
ott3623568	1
ott3622323	1
ott3622321	1
ott3622320	1
ott83901	1
ott3622325	1
ott3622324	0
ott4949450	0
ott62081	1
ott1007247	1
ott4949453	0
ott4949454	0
ott4949455	0
ott672144	1
ott3621736	1
ott3622403	1
ott3623363	1
ott267799	0
ott267798	1
ott3621738	1
ott784556	1
ott3621779	1
ott62084	1
ott3621893	1
ott6141869	0
ott6141868	0
ott350808	1
ott360615	1
ott6141863	0
ott6141862	0
ott6141861	0
ott6141860	0
ott6141867	0
ott6141866	0
ott6141865	0
ott6141864	0
ott195728	2
ott26930	0
ott3621778	0
ott195725	1
ott439744	1
ott3622219	1
ott3622218	1
ott439749	1
ott3622216	1
ott3622215	1
ott3622214	1
ott3622213	1
ott3622212	1
ott3622211	1
ott3622210	1
ott3623346	1
ott1014980	0
ott1014981	0
ott3623342	1
ott3623343	1
ott3623340	1
ott3623341	0
ott566351	1
ott1087479	1
ott566357	1
ott3623349	1
ott25217	0
ott25216	0
ott25211	0
ott3621974	1
ott619428	0
ott3622812	1
ott144209	1
ott516671	0
ott516672	1
ott918537	1
ott531339	1
ott3623272	1
ott516551	1
ott892416	1
ott188617	1
ott188611	2
ott3622103	1
ott1011027	1
ott3622101	0
ott3622100	1
ott3622107	1
ott3622106	1
ott3622105	1
ott3622104	1
ott3622109	1
ott3622108	1
ott4138579	0
ott5846118	0
ott3624170	0
ott319732	2
ott3624172	1
ott3624173	1
ott3624174	1
ott3624175	1
ott3624176	1
ott871810	0
ott4138601	0
ott3624179	1
ott319738	1
ott3623393	1
ott242543	0
ott242541	1
ott710904	0
ott5839292	0
ott242545	0
ott3623395	1
ott242548	2
ott3622013	1
ott5839299	1
ott980055	0
ott376404	1
ott466210	1
ott3623250	0
ott621604	1
ott3623251	1
ott549961	0
ott165949	1
